Grapheme	Dataset	Absolute	Relative
r̥	PHOIBLE	1	0.0000
d̰	PHOIBLE	1	0.0000
ɟ̰̩	PHOIBLE	1	0.0000
g̰	PHOIBLE	1	0.0000
f̰	PHOIBLE	1	0.0000
θ̰	PHOIBLE	1	0.0000
ɹ̝	PHOIBLE	1	0.0000
dzʲ	PHOIBLE	1	0.0000
ɔɛ	PHOIBLE	1	0.0000
ɛi̯	PHOIBLE	1	0.0000
ˀj̰	PHOIBLE	1	0.0000
ˀw̰	PHOIBLE	1	0.0000
ṵ̃	PHOIBLE	1	0.0000
k̚ʷ	PHOIBLE	1	0.0000
l̚	PHOIBLE	1	0.0000
m̚	PHOIBLE	1	0.0000
n̚	PHOIBLE	1	0.0000
ʂ̚	PHOIBLE	1	0.0000
aˀ	PHOIBLE	1	0.0000
eˀ	PHOIBLE	1	0.0000
iˀ	PHOIBLE	1	0.0000
oˀ	PHOIBLE	1	0.0000
uˀ	PHOIBLE	1	0.0000
w̞	PHOIBLE	1	0.0000
ɛʊ	PHOIBLE	1	0.0000
fʼ	PHOIBLE	1	0.0000
ʰm	PHOIBLE	1	0.0000
ʱn̪	PHOIBLE	1	0.0000
ʱɾ̪	PHOIBLE	1	0.0000
ʎ̥	PHOIBLE	1	0.0000
ɯ̰	PHOIBLE	1	0.0000
ãi	PHOIBLE	1	0.0000
ĩə	PHOIBLE	1	0.0000
ũə	PHOIBLE	1	0.0000
ɔə	PHOIBLE	1	0.0000
ɛ̃ə	PHOIBLE	1	0.0000
ɯ̃ə	PHOIBLE	1	0.0000
ʌə	PHOIBLE	1	0.0000
iɨ	PHOIBLE	1	0.0000
uɨ	PHOIBLE	1	0.0000
ðˠ	PHOIBLE	1	0.0000
ɾ̪ˠ	PHOIBLE	1	0.0000
æi	PHOIBLE	1	0.0000
æu	PHOIBLE	1	0.0000
ɪi	PHOIBLE	1	0.0000
ieː	PHOIBLE	1	0.0000
iɛː	PHOIBLE	1	0.0000
tɬ̰	PHOIBLE	1	0.0000
ɤ̃	PHOIBLE	1	0.0000
lˠ	PHOIBLE	1	0.0000
ʉi	PHOIBLE	1	0.0000
qʷʰ	PHOIBLE	1	0.0000
çʲ	PHOIBLE	1	0.0000
i̥	PHOIBLE	1	0.0000
u̥	PHOIBLE	1	0.0000
ɨ̥	PHOIBLE	1	0.0000
õ̰	PHOIBLE	1	0.0000
ə̰̃	PHOIBLE	1	0.0000
ɛ̰	PHOIBLE	1	0.0000
ɛ̰̃	PHOIBLE	1	0.0000
ˀj̥	PHOIBLE	1	0.0000
ˀkʷ	PHOIBLE	1	0.0000
ˀl̪̥	PHOIBLE	1	0.0000
ˀm̥	PHOIBLE	1	0.0000
ˀn̪̥	PHOIBLE	1	0.0000
ˀq	PHOIBLE	1	0.0000
ˀt̪	PHOIBLE	1	0.0000
ˀts̪	PHOIBLE	1	0.0000
ˀtɬ̪	PHOIBLE	1	0.0000
ˀw̥	PHOIBLE	1	0.0000
ɲʼ	PHOIBLE	1	0.0000
ʎʱ	PHOIBLE	1	0.0000
ʎʼ	PHOIBLE	1	0.0000
ŋʷː	PHOIBLE	1	0.0000
u̯a	PHOIBLE	1	0.0000
r̝	PHOIBLE	1	0.0000
ɛu	PHOIBLE	1	0.0000
a̙	PHOIBLE	1	0.0000
a̙ː	PHOIBLE	1	0.0000
a̙ˠ	PHOIBLE	1	0.0000
eˠ	PHOIBLE	1	0.0000
iˠ	PHOIBLE	1	0.0000
ɔ̙	PHOIBLE	1	0.0000
ɔ̙ː	PHOIBLE	1	0.0000
ɛ̙	PHOIBLE	1	0.0000
ɛ̙ː	PHOIBLE	1	0.0000
ɛ̙ˠ	PHOIBLE	1	0.0000
ɪ̙	PHOIBLE	1	0.0000
ɪ̙ː	PHOIBLE	1	0.0000
ɪ̙ˠ	PHOIBLE	1	0.0000
ʊ̙	PHOIBLE	1	0.0000
ʊ̙ː	PHOIBLE	1	0.0000
ɧ	PHOIBLE	1	0.0000
ʉ̟	PHOIBLE	1	0.0000
tʲʰ	PHOIBLE	1	0.0000
ɢʷ	PHOIBLE	1	0.0000
ɪɛ	PHOIBLE	1	0.0000
ʊɔ	PHOIBLE	1	0.0000
tθʰ	PHOIBLE	1	0.0000
ⁿʄ	PHOIBLE	1	0.0000
ẽĩ	PHOIBLE	1	0.0000
õũ	PHOIBLE	1	0.0000
ɑo	PHOIBLE	1	0.0000
ɑ̃ĩ	PHOIBLE	1	0.0000
ɑ̃õ	PHOIBLE	1	0.0000
x̥	PHOIBLE	1	0.0000
z̥	PHOIBLE	1	0.0000
ɣ̊	PHOIBLE	1	0.0000
t̪ʷ	PHOIBLE	1	0.0000
ⁿdz̪	PHOIBLE	1	0.0000
ⁿɢ	PHOIBLE	1	0.0000
aɔ	PHOIBLE	1	0.0000
eɔ	PHOIBLE	1	0.0000
eʊ	PHOIBLE	1	0.0000
iʊ	PHOIBLE	1	0.0000
uɔ	PHOIBLE	1	0.0000
ˀd	PHOIBLE	1	0.0000
a̰ḭ	PHOIBLE	1	0.0000
a̰ṵ	PHOIBLE	1	0.0000
ɨi	PHOIBLE	1	0.0000
ts̪ʼ	PHOIBLE	1	0.0000
tɬ̪	PHOIBLE	1	0.0000
tɬ̪ʰ	PHOIBLE	1	0.0000
tɬ̪ʼ	PHOIBLE	1	0.0000
e̘	PHOIBLE	1	0.0000
e̙	PHOIBLE	1	0.0000
i̘	PHOIBLE	1	0.0000
i̙	PHOIBLE	1	0.0000
o̘	PHOIBLE	1	0.0000
o̙	PHOIBLE	1	0.0000
u̘	PHOIBLE	1	0.0000
u̙	PHOIBLE	1	0.0000
l̠	PHOIBLE	1	0.0000
n̠	PHOIBLE	1	0.0000
t̠	PHOIBLE	1	0.0000
t̠ⁿ	PHOIBLE	1	0.0000
ʃʰ	PHOIBLE	1	0.0000
χʼ	PHOIBLE	1	0.0000
lᶣ	PHOIBLE	1	0.0000
ŋmʲ	PHOIBLE	1	0.0000
ʑᶣ	PHOIBLE	1	0.0000
ⁿbː	PHOIBLE	1	0.0000
ⁿdː	PHOIBLE	1	0.0000
ⁿgː	PHOIBLE	1	0.0000
ʔʲː	PHOIBLE	1	0.0000
ⁿl	PHOIBLE	1	0.0000
ⁿr	PHOIBLE	1	0.0000
ṽ	PHOIBLE	1	0.0000
bˢ	PHOIBLE	1	0.0000
bg	PHOIBLE	1	0.0000
pkʰ	PHOIBLE	1	0.0000
sʲʷ	PHOIBLE	1	0.0000
ɮ̪	PHOIBLE	1	0.0000
ɜ̃	PHOIBLE	1	0.0000
ⁿt̪	PHOIBLE	1	0.0000
a̰ː	PHOIBLE	1	0.0000
a̰ˑ	PHOIBLE	1	0.0000
ḛː	PHOIBLE	1	0.0000
ḛˑ	PHOIBLE	1	0.0000
ḭː	PHOIBLE	1	0.0000
ḭˑ	PHOIBLE	1	0.0000
o̰ː	PHOIBLE	1	0.0000
o̰ˑ	PHOIBLE	1	0.0000
ɔ̰ː	PHOIBLE	1	0.0000
ɔ̰ˑ	PHOIBLE	1	0.0000
ɛ̰ː	PHOIBLE	1	0.0000
ɛ̰ˑ	PHOIBLE	1	0.0000
l̥ː	PHOIBLE	1	0.0000
ⁿd̟	PHOIBLE	1	0.0000
iːe	PHOIBLE	1	0.0000
iːɛ	PHOIBLE	1	0.0000
uːa	PHOIBLE	1	0.0000
uːʌ	PHOIBLE	1	0.0000
ⁿzʷ	PHOIBLE	1	0.0000
ⁿdɹ̠˔ʷ	PHOIBLE	1	0.0000
ɰ̃	PHOIBLE	1	0.0000
ɤ̃ː	PHOIBLE	1	0.0000
ɯ̃ː	PHOIBLE	1	0.0000
ʌ̃ː	PHOIBLE	1	0.0000
bvʱ	PHOIBLE	1	0.0000
bˢʱ	PHOIBLE	1	0.0000
dɮʱ	PHOIBLE	1	0.0000
ⁿbˢ	PHOIBLE	1	0.0000
ⁿbʱ	PHOIBLE	1	0.0000
ⁿdɮ	PHOIBLE	1	0.0000
ⁿdʱ	PHOIBLE	1	0.0000
ⁿdɮʱ	PHOIBLE	1	0.0000
ⁿgʱ	PHOIBLE	1	0.0000
pˢʰ	PHOIBLE	1	0.0000
ⁿŋǃʱ	PHOIBLE	1	0.0000
gǃʱ	PHOIBLE	1	0.0000
ɦʱ	PHOIBLE	1	0.0000
gbʷ	PHOIBLE	1	0.0000
l̪ʷ	PHOIBLE	1	0.0000
ʊ̃ː	PHOIBLE	1	0.0000
y̤	PHOIBLE	1	0.0000
œ̤	PHOIBLE	1	0.0000
rᶣ	PHOIBLE	1	0.0000
e̥	PHOIBLE	1	0.0000
e̥ː	PHOIBLE	1	0.0000
ᶑʼː	PHOIBLE	1	0.0000
ⁿtʃʷ	PHOIBLE	1	0.0000
dˤː	PHOIBLE	1	0.0000
lˤː	PHOIBLE	1	0.0000
nˤ	PHOIBLE	1	0.0000
nˤː	PHOIBLE	1	0.0000
sˤː	PHOIBLE	1	0.0000
tˤː	PHOIBLE	1	0.0000
zˤː	PHOIBLE	1	0.0000
ɾˤ	PHOIBLE	1	0.0000
lʼː	PHOIBLE	1	0.0000
rʼ	PHOIBLE	1	0.0000
rʼː	PHOIBLE	1	0.0000
dʶ	PHOIBLE	1	0.0000
dʼkxʼ	PHOIBLE	1	0.0000
d̪ʶ	PHOIBLE	1	0.0000
d̪ʼkxʼ	PHOIBLE	1	0.0000
kxʼ	PHOIBLE	1	0.0000
ǀh	PHOIBLE	1	0.0000
ǀkxʼ	PHOIBLE	1	0.0000
ǀx	PHOIBLE	1	0.0000
ǀʔ	PHOIBLE	1	0.0000
ǁh	PHOIBLE	1	0.0000
ǁkxʼ	PHOIBLE	1	0.0000
ǁx	PHOIBLE	1	0.0000
ǁʔ	PHOIBLE	1	0.0000
ǂh	PHOIBLE	1	0.0000
ǂkxʼ	PHOIBLE	1	0.0000
ǂx	PHOIBLE	1	0.0000
ǂʔ	PHOIBLE	1	0.0000
ǂʰ	PHOIBLE	1	0.0000
ǃh	PHOIBLE	1	0.0000
ǃkxʼ	PHOIBLE	1	0.0000
ǃx	PHOIBLE	1	0.0000
ǃʔ	PHOIBLE	1	0.0000
ʘh	PHOIBLE	1	0.0000
ʘkxʼ	PHOIBLE	1	0.0000
ʘx	PHOIBLE	1	0.0000
ʘʔ	PHOIBLE	1	0.0000
ʘʰ	PHOIBLE	1	0.0000
pʼkxʼ	PHOIBLE	1	0.0000
ǂʼ	PHOIBLE	1	0.0000
ʘʼ	PHOIBLE	1	0.0000
tʶ	PHOIBLE	1	0.0000
tʼkxʼ	PHOIBLE	1	0.0000
t̪ʶ	PHOIBLE	1	0.0000
t̪ʼkxʼ	PHOIBLE	1	0.0000
ŋǂ	PHOIBLE	1	0.0000
ŋʘ	PHOIBLE	1	0.0000
ŋ̊ǀ	PHOIBLE	1	0.0000
ŋ̊ǁ	PHOIBLE	1	0.0000
ŋ̊ǂ	PHOIBLE	1	0.0000
ŋ̊ǃ	PHOIBLE	1	0.0000
ŋ̊ʘ	PHOIBLE	1	0.0000
gǀkxʼ	PHOIBLE	1	0.0000
gǀkʰ	PHOIBLE	1	0.0000
gǀx	PHOIBLE	1	0.0000
gǁkxʼ	PHOIBLE	1	0.0000
gǁkʰ	PHOIBLE	1	0.0000
gǁx	PHOIBLE	1	0.0000
gǂkxʼ	PHOIBLE	1	0.0000
gǂkʰ	PHOIBLE	1	0.0000
gǂx	PHOIBLE	1	0.0000
gǃkxʼ	PHOIBLE	1	0.0000
gǃkʰ	PHOIBLE	1	0.0000
gǃx	PHOIBLE	1	0.0000
gʘ	PHOIBLE	1	0.0000
gʘkxʼ	PHOIBLE	1	0.0000
gʘkʰ	PHOIBLE	1	0.0000
gʘx	PHOIBLE	1	0.0000
gʼkxʼ	PHOIBLE	1	0.0000
gǀqʰ	PHOIBLE	1	0.0000
gǁqʰ	PHOIBLE	1	0.0000
gǃqʰ	PHOIBLE	1	0.0000
ɢʱ	PHOIBLE	1	0.0000
ˀŋǀ	PHOIBLE	1	0.0000
ˀŋǁ	PHOIBLE	1	0.0000
ˀŋǂ	PHOIBLE	1	0.0000
ˀŋǃ	PHOIBLE	1	0.0000
ˀŋʘ	PHOIBLE	1	0.0000
aˤ	PHOIBLE	1	0.0000
eˤ	PHOIBLE	1	0.0000
iˤ	PHOIBLE	1	0.0000
oˤ	PHOIBLE	1	0.0000
uˤ	PHOIBLE	1	0.0000
bβ	PHOIBLE	1	0.0000
dð	PHOIBLE	1	0.0000
pɸ	PHOIBLE	1	0.0000
ⁿθ	PHOIBLE	1	0.0000
ɓʲ	PHOIBLE	1	0.0000
ɒ̃	PHOIBLE	1	0.0000
ɒ̃ː	PHOIBLE	1	0.0000
eɘ	PHOIBLE	1	0.0000
oɘ	PHOIBLE	1	0.0000
øɘ	PHOIBLE	1	0.0000
œi	PHOIBLE	1	0.0000
œu	PHOIBLE	1	0.0000
ɘi	PHOIBLE	1	0.0000
ɪ̝	PHOIBLE	1	0.0000
ɪ̝ː	PHOIBLE	1	0.0000
hʼ	PHOIBLE	1	0.0000
gɣ	PHOIBLE	1	0.0000
ħʷ	PHOIBLE	1	0.0000
tʃʷʰ	PHOIBLE	1	0.0000
ɗ̥	PHOIBLE	1	0.0000
ʄ̥	PHOIBLE	1	0.0000
ɸʰ	PHOIBLE	1	0.0000
ɸː	PHOIBLE	1	0.0000
e̞ː	PHOIBLE	1	0.0000
o̞ː	PHOIBLE	1	0.0000
ⁿtsʼ	PHOIBLE	1	0.0000
ⁿɬ	PHOIBLE	1	0.0000
ⁿɮ	PHOIBLE	1	0.0000
ⁿtʃʼ	PHOIBLE	1	0.0000
ⁿkx	PHOIBLE	1	0.0000
kpⁿ	PHOIBLE	1	0.0000
gbⁿ	PHOIBLE	1	0.0000
m̥ʰ	PHOIBLE	1	0.0000
ḁ	PHOIBLE	1	0.0000
tʃˀ	PHOIBLE	1	0.0000
kg	PHOIBLE	1	0.0000
dᶣ	PHOIBLE	1	0.0000
t̪ʼː	PHOIBLE	1	0.0000
ɓ̥ː	PHOIBLE	1	0.0000
ɾː	PHOIBLE	1	0.0000
hʲʷ	PHOIBLE	1	0.0000
lʲʷ	PHOIBLE	1	0.0000
nʲʷ	PHOIBLE	1	0.0000
ɸʲ	PHOIBLE	1	0.0000
ɾʲʷ	PHOIBLE	1	0.0000
bvʷ	PHOIBLE	1	0.0000
ⁿpf	PHOIBLE	1	0.0000
j̥ʷ	PHOIBLE	1	0.0000
tɕʷ	PHOIBLE	1	0.0000
ðʲ	PHOIBLE	1	0.0000
ŋʲʷ	PHOIBLE	1	0.0000
ʍʲ	PHOIBLE	1	0.0000
ˀc	PHOIBLE	1	0.0000
ˀk	PHOIBLE	1	0.0000
ˀkp	PHOIBLE	1	0.0000
ˀs	PHOIBLE	1	0.0000
ˀgb	PHOIBLE	1	0.0000
ˀgʷ	PHOIBLE	1	0.0000
ˀʃʷ	PHOIBLE	1	0.0000
ˀʍ	PHOIBLE	1	0.0000
ˀʍʲ	PHOIBLE	1	0.0000
bˢʷ	PHOIBLE	1	0.0000
dɮʷ	PHOIBLE	1	0.0000
nʷʱ	PHOIBLE	1	0.0000
pˢʷ	PHOIBLE	1	0.0000
pˢʷʰ	PHOIBLE	1	0.0000
ɖʐʷ	PHOIBLE	1	0.0000
ɬʷ	PHOIBLE	1	0.0000
ʈʂʷ	PHOIBLE	1	0.0000
ʐʷ	PHOIBLE	1	0.0000
bˀ	PHOIBLE	1	0.0000
œ̃	PHOIBLE	1	0.0000
d̺ː	PHOIBLE	1	0.0000
t̺ː	PHOIBLE	1	0.0000
z̺	PHOIBLE	1	0.0000
ë	PHOIBLE	1	0.0000
ï	PHOIBLE	1	0.0000
d̪̚	PHOIBLE	1	0.0000
ⁿpʱ	PHOIBLE	1	0.0000
ⁿsʱ	PHOIBLE	1	0.0000
ⁿtʱ	PHOIBLE	1	0.0000
ⁿkʱ	PHOIBLE	1	0.0000
ⁿfʱ	PHOIBLE	1	0.0000
ⁿcʰ	PHOIBLE	1	0.0000
pt	PHOIBLE	1	0.0000
ɮʲ	PHOIBLE	1	0.0000
hᶣ	PHOIBLE	1	0.0000
ⁿbˠ	PHOIBLE	1	0.0000
ŋʰ	PHOIBLE	1	0.0000
ŋʲʰ	PHOIBLE	1	0.0000
ŋʷʰ	PHOIBLE	1	0.0000
ŋᶣʰ	PHOIBLE	1	0.0000
ⁿkʲ	PHOIBLE	1	0.0000
ⁿɣʲ	PHOIBLE	1	0.0000
ⁿɣʷ	PHOIBLE	1	0.0000
ⁿɣᶣ	PHOIBLE	1	0.0000
ⁿfʲ	PHOIBLE	1	0.0000
ŋ̞	PHOIBLE	1	0.0000
qʼː	PHOIBLE	1	0.0000
ħː	PHOIBLE	1	0.0000
ɠː	PHOIBLE	1	0.0000
dˀ	PHOIBLE	1	0.0000
rˀ	PHOIBLE	1	0.0000
sˀ	PHOIBLE	1	0.0000
zˀ	PHOIBLE	1	0.0000
ɣˀ	PHOIBLE	1	0.0000
ʃˀ	PHOIBLE	1	0.0000
ʒˀ	PHOIBLE	1	0.0000
d̞	PHOIBLE	1	0.0000
ɨ̜	PHOIBLE	1	0.0000
i̯ãː	PHOIBLE	1	0.0000
uã	PHOIBLE	1	0.0000
uãː	PHOIBLE	1	0.0000
dʒʳ	PHOIBLE	1	0.0000
fʳ	PHOIBLE	1	0.0000
kpʳ	PHOIBLE	1	0.0000
kʳ	PHOIBLE	1	0.0000
kʳʷ	PHOIBLE	1	0.0000
ⁿbʳ	PHOIBLE	1	0.0000
ⁿpʳ	PHOIBLE	1	0.0000
ⁿpʷ	PHOIBLE	1	0.0000
ⁿɾ	PHOIBLE	1	0.0000
ⁿsʳ	PHOIBLE	1	0.0000
ⁿtʳ	PHOIBLE	1	0.0000
ⁿzʳ	PHOIBLE	1	0.0000
ⁿgʳ	PHOIBLE	1	0.0000
ⁿtʃʳ	PHOIBLE	1	0.0000
sʳ	PHOIBLE	1	0.0000
tʃʳ	PHOIBLE	1	0.0000
vʳ	PHOIBLE	1	0.0000
zʳ	PHOIBLE	1	0.0000
ⁿkʳ	PHOIBLE	1	0.0000
ⁿkpʳ	PHOIBLE	1	0.0000
gbʳ	PHOIBLE	1	0.0000
gʳ	PHOIBLE	1	0.0000
ⁿfʳ	PHOIBLE	1	0.0000
ⁿvʳ	PHOIBLE	1	0.0000
ⁿvʲ	PHOIBLE	1	0.0000
yə	PHOIBLE	1	0.0000
ɨə	PHOIBLE	1	0.0000
uˑ	PHOIBLE	1	0.0000
ɭʷ	PHOIBLE	1	0.0000
dɮ	PHOIBLE	1	0.0000
sʼː	PHOIBLE	1	0.0000
ⁿdzʷ	PHOIBLE	1	0.0000
uy	PHOIBLE	1	0.0000
əy	PHOIBLE	1	0.0000
ⁿʈ	PHOIBLE	1	0.0000
ɒ̤	PHOIBLE	1	0.0000
bʷː	PHOIBLE	1	0.0000
fʷː	PHOIBLE	1	0.0000
kʼʷː	PHOIBLE	1	0.0000
mʷː	PHOIBLE	1	0.0000
pʼʷ	PHOIBLE	1	0.0000
d̙ˤ	PHOIBLE	1	0.0000
s̙ˤ	PHOIBLE	1	0.0000
t̪̙ˤ	PHOIBLE	1	0.0000
xʀ̥	PHOIBLE	1	0.0000
ð̙ˤ	PHOIBLE	1	0.0000
ʕ̙	PHOIBLE	1	0.0000
i̯ː	PHOIBLE	1	0.0000
u̯ː	PHOIBLE	1	0.0000
bⁿ	PHOIBLE	1	0.0000
dⁿ	PHOIBLE	1	0.0000
d̪ⁿ	PHOIBLE	1	0.0000
ȵ	PHOIBLE	1	0.0000
ȶⁿ	PHOIBLE	1	0.0000
ɖⁿ	PHOIBLE	1	0.0000
c̻	PHOIBLE	1	0.0000
j̻	PHOIBLE	1	0.0000
ɭ̺	PHOIBLE	1	0.0000
ɲ̻	PHOIBLE	1	0.0000
ɳ̺	PHOIBLE	1	0.0000
ɻ̺	PHOIBLE	1	0.0000
ʈ̺	PHOIBLE	1	0.0000
ʎ̻	PHOIBLE	1	0.0000
s̪̻	PHOIBLE	1	0.0000
ts̪̻	PHOIBLE	1	0.0000
dʑʱ	PHOIBLE	1	0.0000
dʑʱː	PHOIBLE	1	0.0000
dʑː	PHOIBLE	1	0.0000
tɕʰː	PHOIBLE	1	0.0000
tɕː	PHOIBLE	1	0.0000
tʰː	PHOIBLE	1	0.0000
ɔe	PHOIBLE	1	0.0000
ɔo	PHOIBLE	1	0.0000
ɛe	PHOIBLE	1	0.0000
d̟	PHOIBLE	1	0.0000
dz̟	PHOIBLE	1	0.0000
dʒ̟	PHOIBLE	1	0.0000
l̟	PHOIBLE	1	0.0000
r̟	PHOIBLE	1	0.0000
s̟	PHOIBLE	1	0.0000
t̟	PHOIBLE	1	0.0000
ts̟	PHOIBLE	1	0.0000
tʃ̟	PHOIBLE	1	0.0000
z̟	PHOIBLE	1	0.0000
aːĭ	PHOIBLE	1	0.0000
aːŭ	PHOIBLE	1	0.0000
a̞	PHOIBLE	1	0.0000
iːŭ	PHOIBLE	1	0.0000
uːĭ	PHOIBLE	1	0.0000
ɔːĭ	PHOIBLE	1	0.0000
ɔ̽	PHOIBLE	1	0.0000
ɪ̞	PHOIBLE	1	0.0000
ɵy	PHOIBLE	1	0.0000
ʊ̟	PHOIBLE	1	0.0000
b̥	PHOIBLE	1	0.0000
b̥ʰ	PHOIBLE	1	0.0000
d̥	PHOIBLE	1	0.0000
dz̥	PHOIBLE	1	0.0000
g̊	PHOIBLE	1	0.0000
g̊ʰ	PHOIBLE	1	0.0000
eʌ̯	PHOIBLE	1	0.0000
iu̯	PHOIBLE	1	0.0000
iʌ̯	PHOIBLE	1	0.0000
i̯e	PHOIBLE	1	0.0000
i̯o	PHOIBLE	1	0.0000
i̯y	PHOIBLE	1	0.0000
i̯æ	PHOIBLE	1	0.0000
i̯ø	PHOIBLE	1	0.0000
i̯œ	PHOIBLE	1	0.0000
i̯œ̞	PHOIBLE	1	0.0000
i̯ɑ	PHOIBLE	1	0.0000
i̯ɒ	PHOIBLE	1	0.0000
i̯ʌ	PHOIBLE	1	0.0000
oʌ̯	PHOIBLE	1	0.0000
uʌ̯	PHOIBLE	1	0.0000
yu̯	PHOIBLE	1	0.0000
yʌ̯	PHOIBLE	1	0.0000
æʌ̯	PHOIBLE	1	0.0000
øu̯	PHOIBLE	1	0.0000
øʌ̯	PHOIBLE	1	0.0000
œi̯	PHOIBLE	1	0.0000
œu̯	PHOIBLE	1	0.0000
œ̞ʌ̯	PHOIBLE	1	0.0000
ɑi̯	PHOIBLE	1	0.0000
ɑu̯	PHOIBLE	1	0.0000
ɒu̯	PHOIBLE	1	0.0000
øɪ	PHOIBLE	1	0.0000
œ̃ː	PHOIBLE	1	0.0000
iːə	PHOIBLE	1	0.0000
oːə	PHOIBLE	1	0.0000
uːə	PHOIBLE	1	0.0000
yːə	PHOIBLE	1	0.0000
œyː	PHOIBLE	1	0.0000
ɑuː	PHOIBLE	1	0.0000
ɔuː	PHOIBLE	1	0.0000
ɔːə	PHOIBLE	1	0.0000
ɛiː	PHOIBLE	1	0.0000
øy	PHOIBLE	1	0.0000
œʏ	PHOIBLE	1	0.0000
ɞʊ	PHOIBLE	1	0.0000
eɪ̯	PHOIBLE	1	0.0000
iɪ	PHOIBLE	1	0.0000
ə˞ː	PHOIBLE	1	0.0000
ə˞	PHOIBLE	1	0.0000
æɔ	PHOIBLE	1	0.0000
əʉ	PHOIBLE	1	0.0000
ʊə	PHOIBLE	1	0.0000
ɛʉ	PHOIBLE	1	0.0000
æo	PHOIBLE	1	0.0000
ɐʉ	PHOIBLE	1	0.0000
ɒɯ	PHOIBLE	1	0.0000
ʉə	PHOIBLE	1	0.0000
fˑ	PHOIBLE	1	0.0000
kˑ	PHOIBLE	1	0.0000
lʲː	PHOIBLE	1	0.0000
lʲˑ	PHOIBLE	1	0.0000
lˑ	PHOIBLE	1	0.0000
mˑ	PHOIBLE	1	0.0000
nʲː	PHOIBLE	1	0.0000
nʲˑ	PHOIBLE	1	0.0000
nˑ	PHOIBLE	1	0.0000
pˑ	PHOIBLE	1	0.0000
rˑ	PHOIBLE	1	0.0000
sʲː	PHOIBLE	1	0.0000
sʲˑ	PHOIBLE	1	0.0000
sˑ	PHOIBLE	1	0.0000
tʲː	PHOIBLE	1	0.0000
tʲˑ	PHOIBLE	1	0.0000
tˑ	PHOIBLE	1	0.0000
ʃˑ	PHOIBLE	1	0.0000
ʏː	PHOIBLE	1	0.0000
f̚	PHOIBLE	1	0.0000
x̚	PHOIBLE	1	0.0000
iə̯	PHOIBLE	1	0.0000
uə̯	PHOIBLE	1	0.0000
yə̯	PHOIBLE	1	0.0000
æi̯	PHOIBLE	1	0.0000
ɣː	PHOIBLE	1	0.0000
θː	PHOIBLE	1	0.0000
dʒʱː	PHOIBLE	1	0.0000
ʋː	PHOIBLE	1	0.0000
dz̠ʲ	PHOIBLE	1	0.0000
d̪ˠ	PHOIBLE	1	0.0000
fˠ	PHOIBLE	1	0.0000
l̠ʲ	PHOIBLE	1	0.0000
n̠ʲ	PHOIBLE	1	0.0000
n̪ˠ	PHOIBLE	1	0.0000
pˠʰ	PHOIBLE	1	0.0000
ts̠ʲʰ	PHOIBLE	1	0.0000
t̪ˠʰ	PHOIBLE	1	0.0000
ɾˠ	PHOIBLE	1	0.0000
d̠	PHOIBLE	1	0.0000
tɕ̚	PHOIBLE	1	0.0000
iʌ	PHOIBLE	1	0.0000
ɯi	PHOIBLE	1	0.0000
ⁿtsʰ	PHOIBLE	1	0.0000
ⁿtʃʰ	PHOIBLE	1	0.0000
ⁿtɕʰ	PHOIBLE	1	0.0000
ⁿqʰ	PHOIBLE	1	0.0000
æːɪ	PHOIBLE	1	0.0000
æːʊ	PHOIBLE	1	0.0000
ɑɪ	PHOIBLE	1	0.0000
ɜɪ	PHOIBLE	1	0.0000
t̻ʰ	PHOIBLE	1	0.0000
ə̠̃	PHOIBLE	1	0.0000
ɨ̞	PHOIBLE	1	0.0000
n̼	PHOIBLE	1	0.0000
t̼	PHOIBLE	1	0.0000
ð̼	PHOIBLE	1	0.0000
dʑ̟	PHOIBLE	1	0.0000
dʑ̟ː	PHOIBLE	1	0.0000
tɕ̟	PHOIBLE	1	0.0000
tɕ̟ː	PHOIBLE	1	0.0000
ɕ̟ː	PHOIBLE	1	0.0000
dzʱː	PHOIBLE	1	0.0000
tsʰː	PHOIBLE	1	0.0000
ʌu	PHOIBLE	1	0.0000
au̜	PHOIBLE	1	0.0000
eu̜	PHOIBLE	1	0.0000
iu̜	PHOIBLE	1	0.0000
õi	PHOIBLE	1	0.0000
ũi	PHOIBLE	1	0.0000
ɐ̃i	PHOIBLE	1	0.0000
ɐ̃u̜	PHOIBLE	1	0.0000
ɛu̜	PHOIBLE	1	0.0000
ɪ̯a	PHOIBLE	1	0.0000
ɪ̯u̞	PHOIBLE	1	0.0000
ɪ̯ɛ	PHOIBLE	1	0.0000
ʊ̯ɔ	PHOIBLE	1	0.0000
ɔi̯	PHOIBLE	1	0.0000
ʌi̯	PHOIBLE	1	0.0000
ʈʂː	PHOIBLE	1	0.0000
βː	PHOIBLE	1	0.0000
iɑ	PHOIBLE	1	0.0000
ḭu	PHOIBLE	1	0.0000
ʑ̟	PHOIBLE	1	0.0000
i̽	PHOIBLE	1	0.0000
ɐ̟	PHOIBLE	1	0.0000
ʊ̽	PHOIBLE	1	0.0000
c̟̻	PHOIBLE	1	0.0000
ɭ̟	PHOIBLE	1	0.0000
ɲ̟̻	PHOIBLE	1	0.0000
ɳ̟	PHOIBLE	1	0.0000
ɻ̟	PHOIBLE	1	0.0000
ʈ̟	PHOIBLE	1	0.0000
ȴ̻	PHOIBLE	1	0.0000
ɐɪ	PHOIBLE	1	0.0000
ɐʊ	PHOIBLE	1	0.0000
d̪ˤ	PHOIBLE	1	0.0000
