SizeA,SizeB,Glottocode,Parameter,DataA,DataB
30.0,36.0,marg1265,Consonants,UPSID,SPA
8.0,8.0,naas1242,Consonants,UPSID,SPA
31.0,36.0,nava1243,Consonants,UPSID,SPA
25.0,26.0,nezp1238,Consonants,UPSID,SPA
28.0,34.0,gily1242,Consonants,UPSID,SPA
17.0,18.0,nort2952,Consonants,UPSID,SPA
22.0,27.0,norw1259,Consonants,UPSID,SPA
37.0,37.0,nuuc1236,Consonants,UPSID,SPA
19.0,19.0,nung1290,Consonants,UPSID,SPA
25.0,27.0,ocai1244,Consonants,UPSID,SPA
16.0,16.0,east2542,Consonants,UPSID,SPA
19.0,19.0,toho1245,Consonants,UPSID,SPA
29.0,29.0,paez1247,Consonants,UPSID,SPA
23.0,24.0,bouy1240,Consonants,UPSID,SPA
24.0,24.0,west2369,Consonants,UPSID,SPA
21.0,31.0,plat1254,Consonants,UPSID,SPA
27.0,27.0,sout2982,Consonants,UPSID,SPA
31.0,31.0,cent1973,Consonants,UPSID,SPA
31.0,32.0,sout2991,Consonants,UPSID,SPA
22.0,22.0,roma1327,Consonants,UPSID,SPA
33.0,33.0,russ1263,Consonants,UPSID,SPA
22.0,33.0,yaku1245,Consonants,UPSID,SPA
41.0,39.0,seda1262,Consonants,UPSID,SPA
11.0,11.0,sene1264,Consonants,UPSID,SPA
15.0,33.0,koyr1242,Consonants,UPSID,SPA
10.0,10.0,nucl1632,Consonants,UPSID,SPA
28.0,45.0,tach1250,Consonants,UPSID,SPA
22.0,37.0,sinh1246,Consonants,UPSID,SPA
19.0,38.0,saba1265,Consonants,UPSID,SPA
22.0,30.0,soma1255,Consonants,UPSID,SPA
20.0,20.0,stan1288,Consonants,UPSID,SPA
15.0,15.0,sele1250,Consonants,UPSID,SPA
16.0,18.0,siri1273,Consonants,UPSID,SPA
19.0,19.0,atay1247,Consonants,UPSID,SPA
18.0,18.0,ticu1245,Consonants,UPSID,SPA
32.0,47.0,telu1262,Consonants,UPSID,SPA
18.0,18.0,taga1270,Consonants,UPSID,SPA
26.0,47.0,tigr1270,Consonants,UPSID,SPA
11.0,14.0,tamn1235,Consonants,UPSID,SPA
16.0,20.0,papa1238,Consonants,UPSID,SPA
33.0,26.0,pure1242,Consonants,UPSID,SPA
17.0,18.0,tuni1252,Consonants,UPSID,SPA
25.0,24.0,nucl1301,Consonants,UPSID,SPA
26.0,26.0,picu1248,Consonants,UPSID,SPA
22.0,25.0,tzel1254,Consonants,UPSID,SPA
32.0,32.0,mund1320,Consonants,UPSID,SPA
17.0,17.0,wapi1253,Consonants,UPSID,SPA
21.0,21.0,wich1260,Consonants,UPSID,SPA
13.0,13.0,wikm1247,Consonants,UPSID,SPA
26.0,26.0,nucl1347,Consonants,UPSID,SPA
25.0,29.0,wuch1236,Consonants,UPSID,SPA
22.0,32.0,libe1247,Consonants,UPSID,SPA
20.0,20.0,nort2745,Consonants,UPSID,SPA
27.0,26.0,nene1249,Consonants,UPSID,SPA
38.0,38.0,yuch1247,Consonants,UPSID,SPA
16.0,26.0,copa1236,Consonants,UPSID,SPA
32.0,35.0,zulu1248,Consonants,UPSID,SPA
20.0,44.0,zuni1245,Consonants,UPSID,SPA
7.0,7.0,adze1240,Vowels,UPSID,SPA
5.0,5.0,ainu1240,Vowels,UPSID,SPA
14.0,15.0,akan1250,Vowels,UPSID,SPA
3.0,6.0,alab1237,Vowels,UPSID,SPA
3.0,6.0,aleu1260,Vowels,UPSID,SPA
4.0,5.0,alaw1244,Vowels,UPSID,SPA
7.0,7.0,tosk1239,Vowels,UPSID,SPA
8.0,8.0,amah1246,Vowels,UPSID,SPA
3.0,6.0,yane1238,Vowels,UPSID,SPA
7.0,7.0,amha1245,Vowels,UPSID,SPA
11.0,11.0,ngas1240,Vowels,UPSID,SPA
3.0,6.0,anta1253,Vowels,UPSID,SPA
17.0,35.0,apin1244,Vowels,UPSID,SPA
6.0,6.0,mapu1245,Vowels,UPSID,SPA
8.0,9.0,egyp1253,Vowels,UPSID,SPA
7.0,7.0,awng1244,Vowels,UPSID,SPA
9.0,9.0,nort2697,Vowels,UPSID,SPA
12.0,12.0,waim1255,Vowels,UPSID,SPA
5.0,5.0,bata1289,Vowels,UPSID,SPA
14.0,17.0,beng1280,Vowels,UPSID,SPA
10.0,20.0,beem1239,Vowels,UPSID,SPA
5.0,12.0,buru1296,Vowels,UPSID,SPA
6.0,12.0,bulg1262,Vowels,UPSID,SPA
6.0,12.0,gali1262,Vowels,UPSID,SPA
4.0,4.0,chac1249,Vowels,UPSID,SPA
6.0,6.0,cham1312,Vowels,UPSID,SPA
14.0,18.0,chip1261,Vowels,UPSID,SPA
9.0,9.0,chuv1255,Vowels,UPSID,SPA
11.0,9.0,east2563,Vowels,UPSID,SPA
7.0,7.0,chuk1273,Vowels,UPSID,SPA
4.0,4.0,asha1243,Vowels,UPSID,SPA
11.0,12.0,isla1278,Vowels,UPSID,SPA
6.0,11.0,dagb1246,Vowels,UPSID,SPA
9.0,9.0,nyis1236,Vowels,UPSID,SPA
19.0,16.0,stan1295,Vowels,UPSID,SPA
9.0,9.0,kumi1248,Vowels,UPSID,SPA
5.0,5.0,mode1248,Vowels,UPSID,SPA
5.0,5.0,basq1248,Vowels,UPSID,SPA
10.0,18.0,even1260,Vowels,UPSID,SPA
14.0,14.0,ewee1241,Vowels,UPSID,SPA
5.0,10.0,nobi1240,Vowels,UPSID,SPA
8.0,17.0,finn1318,Vowels,UPSID,SPA
16.0,17.0,stan1290,Vowels,UPSID,SPA
12.0,12.0,gaaa1244,Vowels,UPSID,SPA
6.0,6.0,gads1258,Vowels,UPSID,SPA
12.0,12.0,gbay1287,Vowels,UPSID,SPA
24.0,24.0,iris1253,Vowels,UPSID,SPA
12.0,18.0,wayu1243,Vowels,UPSID,SPA
12.0,12.0,para1311,Vowels,UPSID,SPA
6.0,6.0,hakk1236,Vowels,UPSID,SPA
7.0,10.0,haus1257,Vowels,UPSID,SPA
5.0,10.0,hawa1245,Vowels,UPSID,SPA
3.0,3.0,sout2956,Vowels,UPSID,SPA
21.0,23.0,hind1269,Vowels,UPSID,SPA
6.0,18.0,hopi1249,Vowels,UPSID,SPA
14.0,15.0,hung1274,Vowels,UPSID,SPA
7.0,7.0,hupa1239,Vowels,UPSID,SPA
6.0,7.0,nucl1235,Vowels,UPSID,SPA
16.0,19.0,iaai1238,Vowels,UPSID,SPA
16.0,16.0,nucl1417,Vowels,UPSID,SPA
4.0,4.0,igna1246,Vowels,UPSID,SPA
12.0,12.0,iraq1241,Vowels,UPSID,SPA
6.0,6.0,iton1250,Vowels,UPSID,SPA
8.0,8.0,java1254,Vowels,UPSID,SPA
8.0,8.0,shua1257,Vowels,UPSID,SPA
5.0,11.0,nucl1643,Vowels,UPSID,SPA
3.0,6.0,jaqa1244,Vowels,UPSID,SPA
3.0,6.0,kala1399,Vowels,UPSID,SPA
28.0,29.0,kash1277,Vowels,UPSID,SPA
6.0,6.0,nucl1302,Vowels,UPSID,SPA
13.0,13.0,khan1273,Vowels,UPSID,SPA
7.0,14.0,kett1243,Vowels,UPSID,SPA
5.0,11.0,kota1263,Vowels,UPSID,SPA
8.0,9.0,khas1269,Vowels,UPSID,SPA
12.0,14.0,halh1238,Vowels,UPSID,SPA
21.0,21.0,cent1989,Vowels,UPSID,SPA
5.0,10.0,khar1287,Vowels,UPSID,SPA
8.0,16.0,kirg1245,Vowels,UPSID,SPA
7.0,7.0,kwom1262,Vowels,UPSID,SPA
6.0,6.0,cent2050,Vowels,UPSID,SPA
11.0,18.0,kore1280,Vowels,UPSID,SPA
7.0,7.0,komi1268,Vowels,UPSID,SPA
11.0,22.0,kuru1302,Vowels,UPSID,SPA
5.0,5.0,kuni1267,Vowels,UPSID,SPA
6.0,9.0,kwak1269,Vowels,UPSID,SPA
22.0,22.0,lakk1238,Vowels,UPSID,SPA
9.0,9.0,lakk1252,Vowels,UPSID,SPA
10.0,12.0,lugb1240,Vowels,UPSID,SPA
9.0,9.0,lahu1253,Vowels,UPSID,SPA
16.0,11.0,lith1251,Vowels,UPSID,SPA
8.0,9.0,lako1247,Vowels,UPSID,SPA
5.0,11.0,luis1253,Vowels,UPSID,SPA
9.0,9.0,luok1236,Vowels,UPSID,SPA
4.0,7.0,sout2965,Vowels,UPSID,SPA
8.0,8.0,chiq1250,Vowels,UPSID,SPA
9.0,18.0,masa1300,Vowels,UPSID,SPA
15.0,15.0,cent2144,Vowels,UPSID,SPA
8.0,9.0,east2328,Vowels,UPSID,SPA
10.0,10.0,sanm1295,Vowels,UPSID,SPA
5.0,5.0,maun1240,Vowels,UPSID,SPA
4.0,6.0,marg1265,Vowels,UPSID,SPA
5.0,10.0,naas1242,Vowels,UPSID,SPA
16.0,16.0,nava1243,Vowels,UPSID,SPA
5.0,10.0,nezp1238,Vowels,UPSID,SPA
7.0,10.0,gily1242,Vowels,UPSID,SPA
6.0,6.0,nort2952,Vowels,UPSID,SPA
24.0,19.0,norw1259,Vowels,UPSID,SPA
5.0,10.0,nuuc1236,Vowels,UPSID,SPA
4.0,5.0,nung1290,Vowels,UPSID,SPA
9.0,9.0,ocai1244,Vowels,UPSID,SPA
11.0,11.0,east2542,Vowels,UPSID,SPA
5.0,10.0,toho1245,Vowels,UPSID,SPA
8.0,10.0,paez1247,Vowels,UPSID,SPA
11.0,8.0,bouy1240,Vowels,UPSID,SPA
6.0,6.0,west2369,Vowels,UPSID,SPA
4.0,5.0,plat1254,Vowels,UPSID,SPA
5.0,11.0,sout2982,Vowels,UPSID,SPA
7.0,7.0,cent1973,Vowels,UPSID,SPA
5.0,5.0,sout2991,Vowels,UPSID,SPA
10.0,9.0,roma1327,Vowels,UPSID,SPA
5.0,5.0,russ1263,Vowels,UPSID,SPA
12.0,16.0,yaku1245,Vowels,UPSID,SPA
14.0,14.0,seda1262,Vowels,UPSID,SPA
8.0,16.0,sene1264,Vowels,UPSID,SPA
9.0,15.0,koyr1242,Vowels,UPSID,SPA
7.0,7.0,nucl1632,Vowels,UPSID,SPA
3.0,4.0,tach1250,Vowels,UPSID,SPA
14.0,16.0,sinh1246,Vowels,UPSID,SPA
7.0,8.0,saba1265,Vowels,UPSID,SPA
10.0,20.0,soma1255,Vowels,UPSID,SPA
5.0,5.0,stan1288,Vowels,UPSID,SPA
6.0,6.0,sele1250,Vowels,UPSID,SPA
12.0,10.0,siri1273,Vowels,UPSID,SPA
7.0,8.0,atay1247,Vowels,UPSID,SPA
11.0,11.0,ticu1245,Vowels,UPSID,SPA
11.0,21.0,telu1262,Vowels,UPSID,SPA
5.0,10.0,taga1270,Vowels,UPSID,SPA
7.0,7.0,tigr1270,Vowels,UPSID,SPA
6.0,5.0,tamn1235,Vowels,UPSID,SPA
6.0,6.0,papa1238,Vowels,UPSID,SPA
6.0,6.0,pure1242,Vowels,UPSID,SPA
7.0,7.0,tuni1252,Vowels,UPSID,SPA
8.0,16.0,nucl1301,Vowels,UPSID,SPA
12.0,12.0,picu1248,Vowels,UPSID,SPA
6.0,5.0,tzel1254,Vowels,UPSID,SPA
5.0,5.0,mund1320,Vowels,UPSID,SPA
8.0,12.0,wapi1253,Vowels,UPSID,SPA
8.0,8.0,wich1260,Vowels,UPSID,SPA
5.0,10.0,wikm1247,Vowels,UPSID,SPA
14.0,14.0,nucl1347,Vowels,UPSID,SPA
9.0,9.0,wuch1236,Vowels,UPSID,SPA
12.0,14.0,libe1247,Vowels,UPSID,SPA
6.0,12.0,nort2745,Vowels,UPSID,SPA
8.0,8.0,nene1249,Vowels,UPSID,SPA
8.0,26.0,yuch1247,Vowels,UPSID,SPA
6.0,6.0,copa1236,Vowels,UPSID,SPA
5.0,5.0,zulu1248,Vowels,UPSID,SPA
5.0,10.0,zuni1245,Vowels,UPSID,SPA
35.0,38.0,tosk1239,Sounds,UPSID,EA
49.0,64.0,avar1256,Sounds,UPSID,EA
33.0,39.0,nort2697,Sounds,UPSID,EA
38.0,39.0,bash1264,Sounds,UPSID,EA
45.0,51.0,bats1242,Sounds,UPSID,EA
43.0,47.0,beng1280,Sounds,UPSID,EA
45.0,66.0,bret1244,Sounds,UPSID,EA
33.0,43.0,brah1256,Sounds,UPSID,EA
43.0,48.0,buru1296,Sounds,UPSID,EA
42.0,43.0,bulg1262,Sounds,UPSID,EA
22.0,20.0,chuk1273,Sounds,UPSID,EA
41.0,40.0,stan1295,Sounds,UPSID,EA
29.0,57.0,daur1238,Sounds,UPSID,EA
26.0,29.0,mode1248,Sounds,UPSID,EA
28.0,30.0,basq1248,Sounds,UPSID,EA
27.0,36.0,even1260,Sounds,UPSID,EA
25.0,23.0,finn1318,Sounds,UPSID,EA
37.0,34.0,stan1290,Sounds,UPSID,EA
69.0,50.5,iris1253,Sounds,UPSID,EA
61.0,55.0,hind1269,Sounds,UPSID,EA
40.0,39.0,hung1274,Sounds,UPSID,EA
32.0,32.0,itel1242,Sounds,UPSID,EA
34.0,33.0,nucl1302,Sounds,UPSID,EA
56.0,55.0,kaba1278,Sounds,UPSID,EA
32.0,26.0,khan1273,Sounds,UPSID,EA
25.0,25.0,kett1243,Sounds,UPSID,EA
31.0,39.0,luuu1242,Sounds,UPSID,EA
42.0,46.0,cent1989,Sounds,UPSID,EA
36.0,39.0,khar1287,Sounds,UPSID,EA
30.0,37.0,kirg1245,Sounds,UPSID,EA
47.0,38.0,nort2641,Sounds,UPSID,EA
32.0,38.0,kore1280,Sounds,UPSID,EA
69.0,68.0,lakk1252,Sounds,UPSID,EA
35.0,46.0,lahu1253,Sounds,UPSID,EA
52.0,58.0,lith1251,Sounds,UPSID,EA
33.0,30.5,east2328,Sounds,UPSID,EA
28.0,33.0,tuuu1240,Sounds,UPSID,EA
46.0,54.0,nucl1310,Sounds,UPSID,EA
39.0,44.0,nepa1254,Sounds,UPSID,EA
29.0,30.0,ngan1291,Sounds,UPSID,EA
35.0,34.0,gily1242,Sounds,UPSID,EA
30.0,29.0,west2369,Sounds,UPSID,EA
38.0,30.5,cent1973,Sounds,UPSID,EA
26.0,25.0,paiw1248,Sounds,UPSID,EA
32.0,51.0,roma1327,Sounds,UPSID,EA
38.0,42.0,russ1263,Sounds,UPSID,EA
34.0,40.0,yaku1245,Sounds,UPSID,EA
34.0,41.0,selk1253,Sounds,UPSID,EA
25.0,25.0,stan1288,Sounds,UPSID,EA
54.0,61.0,suii1243,Sounds,UPSID,EA
29.0,53.0,east2347,Sounds,UPSID,EA
26.0,24.0,atay1247,Sounds,UPSID,EA
37.0,35.0,tulu1258,Sounds,UPSID,EA
43.0,44.0,telu1262,Sounds,UPSID,EA
23.0,26.0,taga1270,Sounds,UPSID,EA
29.0,52.0,tuvi1240,Sounds,UPSID,EA
37.0,28.0,mund1320,Sounds,UPSID,EA
36.0,37.0,viet1252,Sounds,UPSID,EA
26.0,39.0,nort2745,Sounds,UPSID,EA
35.0,35.0,nene1249,Sounds,UPSID,EA
25.0,41.0,yuec1235,Sounds,UPSID,EA
28.0,29.0,tosk1239,Consonants,UPSID,EA
44.0,59.0,avar1256,Consonants,UPSID,EA
24.0,24.0,nort2697,Consonants,UPSID,EA
27.0,28.0,bash1264,Consonants,UPSID,EA
35.0,33.0,bats1242,Consonants,UPSID,EA
29.0,30.0,beng1280,Consonants,UPSID,EA
25.0,32.0,bret1244,Consonants,UPSID,EA
24.0,26.0,brah1256,Consonants,UPSID,EA
38.0,38.0,buru1296,Consonants,UPSID,EA
36.0,37.0,bulg1262,Consonants,UPSID,EA
15.0,14.0,chuk1273,Consonants,UPSID,EA
22.0,24.0,stan1295,Consonants,UPSID,EA
22.0,45.0,daur1238,Consonants,UPSID,EA
21.0,24.0,mode1248,Consonants,UPSID,EA
23.0,23.0,basq1248,Consonants,UPSID,EA
17.0,18.0,even1260,Consonants,UPSID,EA
17.0,15.0,finn1318,Consonants,UPSID,EA
21.0,20.0,stan1290,Consonants,UPSID,EA
45.0,34.5,iris1253,Consonants,UPSID,EA
40.0,34.0,hind1269,Consonants,UPSID,EA
26.0,25.0,hung1274,Consonants,UPSID,EA
27.0,27.0,itel1242,Consonants,UPSID,EA
28.0,28.0,nucl1302,Consonants,UPSID,EA
49.0,47.0,kaba1278,Consonants,UPSID,EA
19.0,16.0,khan1273,Consonants,UPSID,EA
18.0,14.0,kett1243,Consonants,UPSID,EA
22.0,21.0,luuu1242,Consonants,UPSID,EA
21.0,17.0,cent1989,Consonants,UPSID,EA
31.0,34.0,khar1287,Consonants,UPSID,EA
22.0,21.0,kirg1245,Consonants,UPSID,EA
30.0,30.0,nort2641,Consonants,UPSID,EA
21.0,21.0,kore1280,Consonants,UPSID,EA
60.0,58.0,lakk1252,Consonants,UPSID,EA
26.0,24.0,lahu1253,Consonants,UPSID,EA
36.0,45.0,lith1251,Consonants,UPSID,EA
25.0,21.0,east2328,Consonants,UPSID,EA
23.0,25.0,tuuu1240,Consonants,UPSID,EA
33.0,33.0,nucl1310,Consonants,UPSID,EA
27.0,29.0,nepa1254,Consonants,UPSID,EA
20.0,20.0,ngan1291,Consonants,UPSID,EA
28.0,28.0,gily1242,Consonants,UPSID,EA
24.0,23.0,west2369,Consonants,UPSID,EA
31.0,24.5,cent1973,Consonants,UPSID,EA
22.0,21.0,paiw1248,Consonants,UPSID,EA
22.0,40.0,roma1327,Consonants,UPSID,EA
33.0,36.0,russ1263,Consonants,UPSID,EA
22.0,20.0,yaku1245,Consonants,UPSID,EA
18.0,16.0,selk1253,Consonants,UPSID,EA
20.0,18.0,stan1288,Consonants,UPSID,EA
47.0,46.0,suii1243,Consonants,UPSID,EA
19.0,37.0,east2347,Consonants,UPSID,EA
19.0,18.0,atay1247,Consonants,UPSID,EA
24.0,21.0,tulu1258,Consonants,UPSID,EA
32.0,33.0,telu1262,Consonants,UPSID,EA
18.0,21.0,taga1270,Consonants,UPSID,EA
20.0,28.0,tuvi1240,Consonants,UPSID,EA
32.0,23.0,mund1320,Consonants,UPSID,EA
22.0,21.0,viet1252,Consonants,UPSID,EA
20.0,20.0,nort2745,Consonants,UPSID,EA
27.0,26.0,nene1249,Consonants,UPSID,EA
20.0,19.0,yuec1235,Consonants,UPSID,EA
7.0,9.0,tosk1239,Vowels,UPSID,EA
5.0,5.0,avar1256,Vowels,UPSID,EA
9.0,15.0,nort2697,Vowels,UPSID,EA
11.0,11.0,bash1264,Vowels,UPSID,EA
10.0,18.0,bats1242,Vowels,UPSID,EA
14.0,17.0,beng1280,Vowels,UPSID,EA
20.0,34.0,bret1244,Vowels,UPSID,EA
9.0,17.0,brah1256,Vowels,UPSID,EA
5.0,10.0,buru1296,Vowels,UPSID,EA
6.0,6.0,bulg1262,Vowels,UPSID,EA
7.0,6.0,chuk1273,Vowels,UPSID,EA
19.0,16.0,stan1295,Vowels,UPSID,EA
7.0,12.0,daur1238,Vowels,UPSID,EA
5.0,5.0,mode1248,Vowels,UPSID,EA
5.0,7.0,basq1248,Vowels,UPSID,EA
10.0,18.0,even1260,Vowels,UPSID,EA
8.0,8.0,finn1318,Vowels,UPSID,EA
16.0,14.0,stan1290,Vowels,UPSID,EA
24.0,16.0,iris1253,Vowels,UPSID,EA
21.0,21.0,hind1269,Vowels,UPSID,EA
14.0,14.0,hung1274,Vowels,UPSID,EA
5.0,5.0,itel1242,Vowels,UPSID,EA
6.0,5.0,nucl1302,Vowels,UPSID,EA
7.0,8.0,kaba1278,Vowels,UPSID,EA
13.0,10.0,khan1273,Vowels,UPSID,EA
7.0,11.0,kett1243,Vowels,UPSID,EA
9.0,18.0,luuu1242,Vowels,UPSID,EA
21.0,29.0,cent1989,Vowels,UPSID,EA
5.0,5.0,khar1287,Vowels,UPSID,EA
8.0,16.0,kirg1245,Vowels,UPSID,EA
17.0,8.0,nort2641,Vowels,UPSID,EA
11.0,17.0,kore1280,Vowels,UPSID,EA
9.0,10.0,lakk1252,Vowels,UPSID,EA
9.0,22.0,lahu1253,Vowels,UPSID,EA
16.0,14.0,lith1251,Vowels,UPSID,EA
8.0,9.0,east2328,Vowels,UPSID,EA
5.0,8.0,tuuu1240,Vowels,UPSID,EA
13.0,21.0,nucl1310,Vowels,UPSID,EA
12.0,15.0,nepa1254,Vowels,UPSID,EA
9.0,10.0,ngan1291,Vowels,UPSID,EA
7.0,6.0,gily1242,Vowels,UPSID,EA
6.0,6.0,west2369,Vowels,UPSID,EA
7.0,6.0,cent1973,Vowels,UPSID,EA
4.0,4.0,paiw1248,Vowels,UPSID,EA
10.0,11.0,roma1327,Vowels,UPSID,EA
5.0,6.0,russ1263,Vowels,UPSID,EA
12.0,20.0,yaku1245,Vowels,UPSID,EA
16.0,25.0,selk1253,Vowels,UPSID,EA
5.0,7.0,stan1288,Vowels,UPSID,EA
7.0,15.0,suii1243,Vowels,UPSID,EA
10.0,16.0,east2347,Vowels,UPSID,EA
7.0,6.0,atay1247,Vowels,UPSID,EA
13.0,14.0,tulu1258,Vowels,UPSID,EA
11.0,11.0,telu1262,Vowels,UPSID,EA
5.0,5.0,taga1270,Vowels,UPSID,EA
9.0,24.0,tuvi1240,Vowels,UPSID,EA
5.0,5.0,mund1320,Vowels,UPSID,EA
14.0,16.0,viet1252,Vowels,UPSID,EA
6.0,19.0,nort2745,Vowels,UPSID,EA
8.0,9.0,nene1249,Vowels,UPSID,EA
5.0,22.0,yuec1235,Vowels,UPSID,EA
30.0,44.0,east2379,Sounds,UPSID,ER
26.0,26.0,alaw1244,Sounds,UPSID,ER
20.0,23.0,anta1253,Sounds,UPSID,ER
24.0,24.0,bard1255,Sounds,UPSID,ER
21.0,26.0,bura1267,Sounds,UPSID,ER
16.0,16.0,dyir1250,Sounds,UPSID,ER
25.0,24.5,dier1241,Sounds,UPSID,ER
22.0,17.0,gara1269,Sounds,UPSID,ER
16.0,16.0,kuku1273,Sounds,UPSID,ER
32.0,24.0,yany1243,Sounds,UPSID,ER
23.0,26.0,kalk1246,Sounds,UPSID,ER
19.0,19.0,mull1237,Sounds,UPSID,ER
22.0,22.0,maun1240,Sounds,UPSID,ER
24.0,24.0,kala1377,Sounds,UPSID,ER
23.0,25.0,nung1290,Sounds,UPSID,ER
26.0,22.0,tiwi1244,Sounds,UPSID,ER
24.0,22.0,ngar1284,Sounds,UPSID,ER
24.0,27.0,mbab1239,Sounds,UPSID,ER
18.0,26.0,wikm1247,Sounds,UPSID,ER
21.0,21.0,wara1290,Sounds,UPSID,ER
18.0,21.0,wang1291,Sounds,UPSID,ER
16.0,19.0,yidi1250,Sounds,UPSID,ER
27.0,40.0,east2379,Consonants,UPSID,ER
22.0,22.0,alaw1244,Consonants,UPSID,ER
17.0,17.0,anta1253,Consonants,UPSID,ER
17.0,17.0,bard1255,Consonants,UPSID,ER
16.0,21.0,bura1267,Consonants,UPSID,ER
13.0,13.0,dyir1250,Consonants,UPSID,ER
22.0,21.5,dier1241,Consonants,UPSID,ER
19.0,14.0,gara1269,Consonants,UPSID,ER
13.0,13.0,kuku1273,Consonants,UPSID,ER
29.0,20.0,yany1243,Consonants,UPSID,ER
20.0,20.0,kalk1246,Consonants,UPSID,ER
14.0,14.0,mull1237,Consonants,UPSID,ER
17.0,17.0,maun1240,Consonants,UPSID,ER
18.0,18.0,kala1377,Consonants,UPSID,ER
19.0,19.0,nung1290,Consonants,UPSID,ER
22.0,18.0,tiwi1244,Consonants,UPSID,ER
18.0,17.0,ngar1284,Consonants,UPSID,ER
20.0,15.0,mbab1239,Consonants,UPSID,ER
13.0,16.0,wikm1247,Consonants,UPSID,ER
16.0,16.0,wara1290,Consonants,UPSID,ER
15.0,15.0,wang1291,Consonants,UPSID,ER
13.0,13.0,yidi1250,Consonants,UPSID,ER
3.0,4.0,east2379,Vowels,UPSID,ER
4.0,4.0,alaw1244,Vowels,UPSID,ER
3.0,6.0,anta1253,Vowels,UPSID,ER
7.0,7.0,bard1255,Vowels,UPSID,ER
5.0,5.0,bura1267,Vowels,UPSID,ER
3.0,3.0,dyir1250,Vowels,UPSID,ER
3.0,3.0,dier1241,Vowels,UPSID,ER
3.0,3.0,gara1269,Vowels,UPSID,ER
3.0,3.0,kuku1273,Vowels,UPSID,ER
3.0,4.0,yany1243,Vowels,UPSID,ER
3.0,6.0,kalk1246,Vowels,UPSID,ER
5.0,5.0,mull1237,Vowels,UPSID,ER
5.0,5.0,maun1240,Vowels,UPSID,ER
6.0,6.0,kala1377,Vowels,UPSID,ER
4.0,6.0,nung1290,Vowels,UPSID,ER
4.0,4.0,tiwi1244,Vowels,UPSID,ER
6.0,5.0,ngar1284,Vowels,UPSID,ER
4.0,12.0,mbab1239,Vowels,UPSID,ER
5.0,10.0,wikm1247,Vowels,UPSID,ER
5.0,5.0,wara1290,Vowels,UPSID,ER
3.0,6.0,wang1291,Vowels,UPSID,ER
3.0,6.0,yidi1250,Vowels,UPSID,ER
39.0,56.0,dutc1256,Sounds,PH,UZ
24.0,22.0,dutc1256,Consonants,PH,UZ
15.0,33.0,dutc1256,Vowels,PH,UZ
39.0,34.0,izer1241,Sounds,PH,GM
35.0,35.0,gbay1281,Sounds,PH,GM
32.0,38.0,moke1242,Sounds,PH,GM
28.0,23.0,ngom1272,Sounds,PH,GM
48.0,48.0,nuer1246,Sounds,PH,GM
30.5,23.0,east2440,Sounds,PH,GM
50.0,52.0,tsuv1239,Sounds,PH,GM
21.0,23.0,ilok1237,Sounds,PH,GM
31.0,31.0,indo1316,Sounds,PH,GM
24.0,19.0,biak1248,Sounds,PH,GM
36.0,43.0,adam1253,Sounds,PH,GM
28.0,27.0,izer1241,Consonants,PH,GM
28.0,28.0,gbay1281,Consonants,PH,GM
22.0,20.0,moke1242,Consonants,PH,GM
21.0,17.0,ngom1272,Consonants,PH,GM
20.0,20.0,nuer1246,Consonants,PH,GM
25.5,18.0,east2440,Consonants,PH,GM
38.0,28.0,tsuv1239,Consonants,PH,GM
17.0,17.0,ilok1237,Consonants,PH,GM
22.0,23.0,indo1316,Consonants,PH,GM
14.0,14.0,biak1248,Consonants,PH,GM
27.0,33.0,adam1253,Consonants,PH,GM
11.0,7.0,izer1241,Vowels,PH,GM
7.0,7.0,gbay1281,Vowels,PH,GM
10.0,18.0,moke1242,Vowels,PH,GM
7.0,6.0,ngom1272,Vowels,PH,GM
28.0,28.0,nuer1246,Vowels,PH,GM
5.0,5.0,east2440,Vowels,PH,GM
12.0,24.0,tsuv1239,Vowels,PH,GM
4.0,6.0,ilok1237,Vowels,PH,GM
9.0,8.0,indo1316,Vowels,PH,GM
10.0,5.0,biak1248,Vowels,PH,GM
9.0,10.0,adam1253,Vowels,PH,GM
23.0,33.0,baou1238,Sounds,PH,AA
45.0,47.0,kabi1261,Sounds,PH,AA
36.0,34.0,adam1253,Sounds,PH,AA
31.0,40.0,lyel1241,Sounds,PH,AA
16.0,21.0,baou1238,Consonants,PH,AA
22.0,24.0,kabi1261,Consonants,PH,AA
27.0,24.0,adam1253,Consonants,PH,AA
21.0,24.0,lyel1241,Consonants,PH,AA
7.0,12.0,baou1238,Vowels,PH,AA
23.0,23.0,kabi1261,Vowels,PH,AA
9.0,10.0,adam1253,Vowels,PH,AA
10.0,16.0,lyel1241,Vowels,PH,AA
47.0,45.0,khar1287,Sounds,PH,RA
37.0,47.0,kuvi1243,Sounds,PH,RA
38.0,45.0,lada1244,Sounds,PH,RA
30.0,31.0,sora1254,Sounds,PH,RA
29.0,36.0,juan1238,Sounds,PH,RA
27.0,40.0,bond1245,Sounds,PH,RA
50.0,54.0,guja1253,Sounds,PH,RA
31.0,35.0,mani1292,Sounds,PH,RA
54.0,61.0,sind1272,Sounds,PH,RA
22.0,30.0,boro1277,Sounds,PH,RA
41.0,56.0,brok1247,Sounds,PH,RA
37.0,31.0,khar1287,Consonants,PH,RA
22.0,28.0,kuvi1243,Consonants,PH,RA
