phoneme	dataset	dataset_occurrences	dataset_ratio	global_occurrences	global_ratio	dataset_inventory_ratio	global_inventory_ratio	dataset_occurrence_abs	dataset_occurrence_ratio
a˞	PHOIBLE	1	0.0	4	0.0	0.0011	0.0011	4	0.4444
a˞	RA	0	0.0	4	0.0	0.0	0.0011	4	0.4444
a˞	SAPHON	0	0.0	4	0.0	0.0	0.0011	4	0.4444
a˞	UPSID	1	0.0001	4	0.0	0.0022	0.0011	4	0.4444
a˞	jipa	1	0.0002	4	0.0	0.0068	0.0011	4	0.4444
a˞	lapsyd	0	0.0	4	0.0	0.0	0.0011	4	0.4444
a˞ː	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ː	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
a˞ː	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ː	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ː	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ː	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ː	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ː	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ː	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ˤ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ˤ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
a˞ˤ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ˤ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ˤ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ˤ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ˤ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ˤ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a˞ˤ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aˠ	AA	1	0.0001	2	0.0	0.0052	0.0006	2	0.2222
aˠ	EA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˠ	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˠ	PHOIBLE	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˠ	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˠ	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˠ	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˠ	jipa	1	0.0002	2	0.0	0.0068	0.0006	2	0.2222
aˠ	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˤ	AA	0	0.0	7	0.0001	0.0	0.002	5	0.5556
aˤ	EA	1	0.0001	7	0.0001	0.0028	0.002	5	0.5556
aˤ	ER	0	0.0	7	0.0001	0.0	0.002	5	0.5556
aˤ	PHOIBLE	1	0.0	7	0.0001	0.0011	0.002	5	0.5556
aˤ	RA	0	0.0	7	0.0001	0.0	0.002	5	0.5556
aˤ	SAPHON	0	0.0	7	0.0001	0.0	0.002	5	0.5556
aˤ	UPSID	3	0.0002	7	0.0001	0.0067	0.002	5	0.5556
aˤ	jipa	1	0.0002	7	0.0001	0.0068	0.002	5	0.5556
aˤ	lapsyd	1	0.0001	7	0.0001	0.0017	0.002	5	0.5556
aˤː	AA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aˤː	EA	2	0.0001	4	0.0	0.0055	0.0011	2	0.2222
aˤː	ER	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aˤː	PHOIBLE	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aˤː	RA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aˤː	SAPHON	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aˤː	UPSID	2	0.0001	4	0.0	0.0044	0.0011	2	0.2222
aˤː	jipa	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aˤː	lapsyd	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ã	AA	72	0.01	592	0.0051	0.3711	0.1701	9	1.0
ã	EA	37	0.0024	592	0.0051	0.1022	0.1701	9	1.0
ã	ER	1	0.0001	592	0.0051	0.0026	0.1701	9	1.0
ã	PHOIBLE	129	0.0039	592	0.0051	0.1435	0.1701	9	1.0
ã	RA	6	0.0015	592	0.0051	0.0612	0.1701	9	1.0
ã	SAPHON	147	0.0163	592	0.0051	0.4141	0.1701	9	1.0
ã	UPSID	83	0.006	592	0.0051	0.1844	0.1701	9	1.0
ã	jipa	16	0.0026	592	0.0051	0.1088	0.1701	9	1.0
ã	lapsyd	101	0.0055	592	0.0051	0.1729	0.1701	9	1.0
ãẽ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ	lapsyd	1	0.0001	1	0.0	0.0017	0.0003	1	0.1111
ãẽ̞ˤ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ̞ˤ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ̞ˤ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ̞ˤ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ̞ˤ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ̞ˤ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ̞ˤ	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
ãẽ̞ˤ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãẽ̞ˤ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãi	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãi	EA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãi	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãi	PHOIBLE	1	0.0	2	0.0	0.0011	0.0006	2	0.2222
ãi	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãi	SAPHON	1	0.0001	2	0.0	0.0028	0.0006	2	0.2222
ãi	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãi	jipa	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãi	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãĩ	AA	0	0.0	6	0.0001	0.0	0.0017	3	0.3333
ãĩ	EA	1	0.0001	6	0.0001	0.0028	0.0017	3	0.3333
ãĩ	ER	0	0.0	6	0.0001	0.0	0.0017	3	0.3333
ãĩ	PHOIBLE	0	0.0	6	0.0001	0.0	0.0017	3	0.3333
ãĩ	RA	0	0.0	6	0.0001	0.0	0.0017	3	0.3333
ãĩ	SAPHON	0	0.0	6	0.0001	0.0	0.0017	3	0.3333
ãĩ	UPSID	1	0.0001	6	0.0001	0.0022	0.0017	3	0.3333
ãĩ	jipa	0	0.0	6	0.0001	0.0	0.0017	3	0.3333
ãĩ	lapsyd	4	0.0002	6	0.0001	0.0068	0.0017	3	0.3333
ãi̯	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãi̯	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ãi̯	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãi̯	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãi̯	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãi̯	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãi̯	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãi̯	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãi̯	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ãõ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ̞ˤ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ̞ˤ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ̞ˤ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ̞ˤ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ̞ˤ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ̞ˤ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ̞ˤ	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
ãõ̞ˤ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãõ̞ˤ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãũ	AA	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ãũ	EA	2	0.0001	5	0.0	0.0055	0.0014	2	0.2222
ãũ	ER	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ãũ	PHOIBLE	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ãũ	RA	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ãũ	SAPHON	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ãũ	UPSID	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ãũ	jipa	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ãũ	lapsyd	3	0.0002	5	0.0	0.0051	0.0014	2	0.2222
ãu̯	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãu̯	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ãu̯	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãu̯	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãu̯	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãu̯	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãu̯	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãu̯	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãu̯	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãũ̯	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãũ̯	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ãũ̯	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãũ̯	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãũ̯	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãũ̯	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãũ̯	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãũ̯	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãũ̯	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãɛ̃	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãɛ̃	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ãɛ̃	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãɛ̃	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãɛ̃	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãɛ̃	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãɛ̃	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãɛ̃	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãɛ̃	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãʉ̃	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãʉ̃	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãʉ̃	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãʉ̃	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãʉ̃	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãʉ̃	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãʉ̃	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãʉ̃	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãʉ̃	lapsyd	1	0.0001	1	0.0	0.0017	0.0003	1	0.1111
ãː	AA	4	0.0006	93	0.0008	0.0206	0.0267	8	0.8889
ãː	EA	15	0.001	93	0.0008	0.0414	0.0267	8	0.8889
ãː	ER	0	0.0	93	0.0008	0.0	0.0267	8	0.8889
ãː	PHOIBLE	32	0.001	93	0.0008	0.0356	0.0267	8	0.8889
ãː	RA	1	0.0002	93	0.0008	0.0102	0.0267	8	0.8889
ãː	SAPHON	7	0.0008	93	0.0008	0.0197	0.0267	8	0.8889
ãː	UPSID	7	0.0005	93	0.0008	0.0156	0.0267	8	0.8889
ãː	jipa	4	0.0007	93	0.0008	0.0272	0.0267	8	0.8889
ãː	lapsyd	23	0.0013	93	0.0008	0.0394	0.0267	8	0.8889
ãˤ	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãˤ	EA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãˤ	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãˤ	PHOIBLE	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãˤ	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãˤ	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãˤ	UPSID	1	0.0001	2	0.0	0.0022	0.0006	2	0.2222
ãˤ	jipa	1	0.0002	2	0.0	0.0068	0.0006	2	0.2222
ãˤ	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ãˤː	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãˤː	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãˤː	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãˤː	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãˤː	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãˤː	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãˤː	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
ãˤː	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ãˤː	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ă	AA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ă	EA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ă	ER	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ă	PHOIBLE	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ă	RA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ă	SAPHON	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ă	UPSID	3	0.0002	4	0.0	0.0067	0.0011	2	0.2222
ă	jipa	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ă	lapsyd	1	0.0001	4	0.0	0.0017	0.0011	2	0.2222
ä	AA	0	0.0	76	0.0007	0.0	0.0218	2	0.2222
ä	EA	74	0.0048	76	0.0007	0.2044	0.0218	2	0.2222
ä	ER	0	0.0	76	0.0007	0.0	0.0218	2	0.2222
ä	PHOIBLE	0	0.0	76	0.0007	0.0	0.0218	2	0.2222
ä	RA	2	0.0005	76	0.0007	0.0204	0.0218	2	0.2222
ä	SAPHON	0	0.0	76	0.0007	0.0	0.0218	2	0.2222
ä	UPSID	0	0.0	76	0.0007	0.0	0.0218	2	0.2222
ä	jipa	0	0.0	76	0.0007	0.0	0.0218	2	0.2222
ä	lapsyd	0	0.0	76	0.0007	0.0	0.0218	2	0.2222
äi̯	AA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
äi̯	EA	2	0.0001	2	0.0	0.0055	0.0006	1	0.1111
äi̯	ER	0	0.0	2	0.0	0.0	0.0006	1	0.1111
äi̯	PHOIBLE	0	0.0	2	0.0	0.0	0.0006	1	0.1111
äi̯	RA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
äi̯	SAPHON	0	0.0	2	0.0	0.0	0.0006	1	0.1111
äi̯	UPSID	0	0.0	2	0.0	0.0	0.0006	1	0.1111
äi̯	jipa	0	0.0	2	0.0	0.0	0.0006	1	0.1111
äi̯	lapsyd	0	0.0	2	0.0	0.0	0.0006	1	0.1111
äu̯	AA	0	0.0	5	0.0	0.0	0.0014	1	0.1111
äu̯	EA	5	0.0003	5	0.0	0.0138	0.0014	1	0.1111
äu̯	ER	0	0.0	5	0.0	0.0	0.0014	1	0.1111
äu̯	PHOIBLE	0	0.0	5	0.0	0.0	0.0014	1	0.1111
äu̯	RA	0	0.0	5	0.0	0.0	0.0014	1	0.1111
äu̯	SAPHON	0	0.0	5	0.0	0.0	0.0014	1	0.1111
äu̯	UPSID	0	0.0	5	0.0	0.0	0.0014	1	0.1111
äu̯	jipa	0	0.0	5	0.0	0.0	0.0014	1	0.1111
äu̯	lapsyd	0	0.0	5	0.0	0.0	0.0014	1	0.1111
äː	AA	0	0.0	43	0.0004	0.0	0.0124	1	0.1111
äː	EA	43	0.0028	43	0.0004	0.1188	0.0124	1	0.1111
äː	ER	0	0.0	43	0.0004	0.0	0.0124	1	0.1111
äː	PHOIBLE	0	0.0	43	0.0004	0.0	0.0124	1	0.1111
äː	RA	0	0.0	43	0.0004	0.0	0.0124	1	0.1111
äː	SAPHON	0	0.0	43	0.0004	0.0	0.0124	1	0.1111
äː	UPSID	0	0.0	43	0.0004	0.0	0.0124	1	0.1111
äː	jipa	0	0.0	43	0.0004	0.0	0.0124	1	0.1111
äː	lapsyd	0	0.0	43	0.0004	0.0	0.0124	1	0.1111
ä̃	AA	0	0.0	6	0.0001	0.0	0.0017	1	0.1111
ä̃	EA	6	0.0004	6	0.0001	0.0166	0.0017	1	0.1111
ä̃	ER	0	0.0	6	0.0001	0.0	0.0017	1	0.1111
ä̃	PHOIBLE	0	0.0	6	0.0001	0.0	0.0017	1	0.1111
ä̃	RA	0	0.0	6	0.0001	0.0	0.0017	1	0.1111
ä̃	SAPHON	0	0.0	6	0.0001	0.0	0.0017	1	0.1111
ä̃	UPSID	0	0.0	6	0.0001	0.0	0.0017	1	0.1111
ä̃	jipa	0	0.0	6	0.0001	0.0	0.0017	1	0.1111
ä̃	lapsyd	0	0.0	6	0.0001	0.0	0.0017	1	0.1111
ä̃ː	AA	0	0.0	5	0.0	0.0	0.0014	1	0.1111
ä̃ː	EA	5	0.0003	5	0.0	0.0138	0.0014	1	0.1111
ä̃ː	ER	0	0.0	5	0.0	0.0	0.0014	1	0.1111
ä̃ː	PHOIBLE	0	0.0	5	0.0	0.0	0.0014	1	0.1111
ä̃ː	RA	0	0.0	5	0.0	0.0	0.0014	1	0.1111
ä̃ː	SAPHON	0	0.0	5	0.0	0.0	0.0014	1	0.1111
ä̃ː	UPSID	0	0.0	5	0.0	0.0	0.0014	1	0.1111
ä̃ː	jipa	0	0.0	5	0.0	0.0	0.0014	1	0.1111
ä̃ː	lapsyd	0	0.0	5	0.0	0.0	0.0014	1	0.1111
a̙	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
a̙	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ː	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ː	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ː	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ː	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
a̙ː	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ː	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ː	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ː	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ː	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ˠ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ˠ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ˠ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ˠ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
a̙ˠ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ˠ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ˠ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ˠ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̙ˠ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̞	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̞	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̞	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̞	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
a̞	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̞	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̞	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̞	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̞	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̟	AA	0	0.0	41	0.0004	0.0	0.0118	3	0.3333
a̟	EA	2	0.0001	41	0.0004	0.0055	0.0118	3	0.3333
a̟	ER	0	0.0	41	0.0004	0.0	0.0118	3	0.3333
a̟	PHOIBLE	0	0.0	41	0.0004	0.0	0.0118	3	0.3333
a̟	RA	0	0.0	41	0.0004	0.0	0.0118	3	0.3333
a̟	SAPHON	0	0.0	41	0.0004	0.0	0.0118	3	0.3333
a̟	UPSID	26	0.0019	41	0.0004	0.0578	0.0118	3	0.3333
a̟	jipa	0	0.0	41	0.0004	0.0	0.0118	3	0.3333
a̟	lapsyd	13	0.0007	41	0.0004	0.0223	0.0118	3	0.3333
a̟i	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̟i	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̟i	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̟i	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̟i	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̟i	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̟i	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
a̟i	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̟i	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̟ː	AA	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
a̟ː	EA	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
a̟ː	ER	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
a̟ː	PHOIBLE	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
a̟ː	RA	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
a̟ː	SAPHON	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
a̟ː	UPSID	5	0.0004	8	0.0001	0.0111	0.0023	2	0.2222
a̟ː	jipa	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
a̟ː	lapsyd	3	0.0002	8	0.0001	0.0051	0.0023	2	0.2222
ã̟	AA	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
ã̟	EA	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
ã̟	ER	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
ã̟	PHOIBLE	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
ã̟	RA	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
ã̟	SAPHON	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
ã̟	UPSID	5	0.0004	8	0.0001	0.0111	0.0023	2	0.2222
ã̟	jipa	0	0.0	8	0.0001	0.0	0.0023	2	0.2222
ã̟	lapsyd	3	0.0002	8	0.0001	0.0051	0.0023	2	0.2222
ã̟ĩ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ã̟ĩ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ã̟ĩ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ã̟ĩ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ã̟ĩ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ã̟ĩ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ã̟ĩ	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
ã̟ĩ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ã̟ĩ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠	AA	1	0.0001	1	0.0	0.0052	0.0003	1	0.1111
a̠	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠ː	AA	1	0.0001	1	0.0	0.0052	0.0003	1	0.1111
a̠ː	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠ː	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠ː	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠ː	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠ː	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠ː	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠ː	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̠ː	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
a̤	AA	0	0.0	27	0.0002	0.0	0.0078	6	0.6667
