Glottocode	DatasetA	VarietyA	SoundsA	ConsonantsA	VowelsA	DatasetB	VarietyB	SoundsB	ConsonantsB	VowelsB	StrictSimilarity	AverageSimilarity	InventoryA	InventoryB	normal vowels A	normal vowels B	long vowels A	long vowels B	odd-length vowels A	odd-length vowels B	diphthongs A	diphthongs B	normal consonants A	normal consonants B	long consonants A	long consonants B	odd-length consonants A	odd-length consonants B	unknowns A	unknowns B
biri1256	er	biri1256-2799	18	15	3	er	biri1256-2807	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2799	18	15	3	er	biri1256-2808	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2799	18	15	3	er	biri1256-2810	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2799	18	15	3	er	biri1256-2811	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2799	18	15	3	er	biri1256-2822	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2800	18	15	3	er	biri1256-2804	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2800	18	15	3	er	biri1256-2805	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2800	18	15	3	er	biri1256-2806	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2800	18	15	3	er	biri1256-2807	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2800	18	15	3	er	biri1256-2808	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2800	18	15	3	er	biri1256-2810	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2800	18	15	3	er	biri1256-2811	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2800	18	15	3	er	biri1256-2822	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2804	18	15	3	er	biri1256-2805	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2804	18	15	3	er	biri1256-2806	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2804	18	15	3	er	biri1256-2807	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2804	18	15	3	er	biri1256-2808	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2804	18	15	3	er	biri1256-2810	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2804	18	15	3	er	biri1256-2811	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2804	18	15	3	er	biri1256-2822	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2805	18	15	3	er	biri1256-2806	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2805	18	15	3	er	biri1256-2807	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2805	18	15	3	er	biri1256-2808	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2805	18	15	3	er	biri1256-2810	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2805	18	15	3	er	biri1256-2811	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2805	18	15	3	er	biri1256-2822	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2806	18	15	3	er	biri1256-2807	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2806	18	15	3	er	biri1256-2808	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2806	18	15	3	er	biri1256-2810	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2806	18	15	3	er	biri1256-2811	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2806	18	15	3	er	biri1256-2822	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2807	18	15	3	er	biri1256-2808	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2807	18	15	3	er	biri1256-2810	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2807	18	15	3	er	biri1256-2811	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2807	18	15	3	er	biri1256-2822	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2808	18	15	3	er	biri1256-2810	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2808	18	15	3	er	biri1256-2811	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2808	18	15	3	er	biri1256-2822	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2810	18	15	3	er	biri1256-2811	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2810	18	15	3	er	biri1256-2822	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
biri1256	er	biri1256-2811	18	15	3	er	biri1256-2822	18	15	3	1.00	1.00	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	a i u	a i u							j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺	j k l̺ m n̪ n̺ p r̺ t̪ t̺ w ŋ ȵ ȶ ɹ̺						
toba1269	lapsyd	toba_toba1269	25	17	8	phoible	toba1269-1045	28	21	7	0.33	0.70	a e i o aː eː iː oː j k l̪ m n̪ p q s̪ tʃ t̪ ɣ ɾ ʁ ʃ ʒ ʔ β	a i o ɛ aː oː ɛː b d dʒ g h j kʰ l̪ m n̪ pʰ qʰ s tʃ tʰ w ɲ ɾ ʃ ʎ ʔ	a e i o	a i o ɛ	aː eː iː oː	aː oː ɛː					j k l̪ m n̪ p q s̪ tʃ t̪ ɣ ɾ ʁ ʃ ʒ ʔ β	b d dʒ g h j kʰ l̪ m n̪ pʰ qʰ s tʃ tʰ w ɲ ɾ ʃ ʎ ʔ						
toba1269	lapsyd	toba_toba1269	25	17	8	saphon	toba1269-1918	26	18	8	0.46	0.75	a e i o aː eː iː oː j k l̪ m n̪ p q s̪ tʃ t̪ ɣ ɾ ʁ ʃ ʒ ʔ β	a e i o aː eː iː oː dʒ g h j k l m n p s t tʃ w ɲ ɾ ʃ ʎ ʔ	a e i o	a e i o	aː eː iː oː	aː eː iː oː					j k l̪ m n̪ p q s̪ tʃ t̪ ɣ ɾ ʁ ʃ ʒ ʔ β	dʒ g h j k l m n p s t tʃ w ɲ ɾ ʃ ʎ ʔ						
toba1269	lapsyd	toba_toba1269	25	17	8	saphon	toba1269-1919	28	20	8	0.56	0.78	a e i o aː eː iː oː j k l̪ m n̪ p q s̪ tʃ t̪ ɣ ɾ ʁ ʃ ʒ ʔ β	a e i o aː eː iː oː g h j k l m n p q s t tʃ w ɲ ɾ ʁ ʃ ʎ ʒ ʔ	a e i o	a e i o	aː eː iː oː	aː eː iː oː					j k l̪ m n̪ p q s̪ tʃ t̪ ɣ ɾ ʁ ʃ ʒ ʔ β	g h j k l m n p q s t tʃ w ɲ ɾ ʁ ʃ ʎ ʒ ʔ						
toba1269	phoible	toba1269-1045	28	21	7	saphon	toba1269-1918	26	18	8	0.50	0.75	a i o ɛ aː oː ɛː b d dʒ g h j kʰ l̪ m n̪ pʰ qʰ s tʃ tʰ w ɲ ɾ ʃ ʎ ʔ	a e i o aː eː iː oː dʒ g h j k l m n p s t tʃ w ɲ ɾ ʃ ʎ ʔ	a i o ɛ	a e i o	aː oː ɛː	aː eː iː oː					b d dʒ g h j kʰ l̪ m n̪ pʰ qʰ s tʃ tʰ w ɲ ɾ ʃ ʎ ʔ	dʒ g h j k l m n p s t tʃ w ɲ ɾ ʃ ʎ ʔ						
toba1269	phoible	toba1269-1045	28	21	7	saphon	toba1269-1919	28	20	8	0.44	0.75	a i o ɛ aː oː ɛː b d dʒ g h j kʰ l̪ m n̪ pʰ qʰ s tʃ tʰ w ɲ ɾ ʃ ʎ ʔ	a e i o aː eː iː oː g h j k l m n p q s t tʃ w ɲ ɾ ʁ ʃ ʎ ʒ ʔ	a i o ɛ	a e i o	aː oː ɛː	aː eː iː oː					b d dʒ g h j kʰ l̪ m n̪ pʰ qʰ s tʃ tʰ w ɲ ɾ ʃ ʎ ʔ	g h j k l m n p q s t tʃ w ɲ ɾ ʁ ʃ ʎ ʒ ʔ						
toba1269	saphon	toba1269-1918	26	18	8	saphon	toba1269-1919	28	20	8	0.86	0.92	a e i o aː eː iː oː dʒ g h j k l m n p s t tʃ w ɲ ɾ ʃ ʎ ʔ	a e i o aː eː iː oː g h j k l m n p q s t tʃ w ɲ ɾ ʁ ʃ ʎ ʒ ʔ	a e i o	a e i o	aː eː iː oː	aː eː iː oː					dʒ g h j k l m n p s t tʃ w ɲ ɾ ʃ ʎ ʔ	g h j k l m n p q s t tʃ w ɲ ɾ ʁ ʃ ʎ ʒ ʔ						
roto1249	lapsyd	rotokas_roto1249	11	6	5	upsid	roto1249-528	11	6	5	0.69	0.87	a e i o u g k p t ɾ β	a e̞ i o̞ u g k p t ɾ β	a e i o u	a e̞ i o̞ u							g k p t ɾ β	g k p t ɾ β						
mart1255	lapsyd	martuthunira_mart1255	26	20	6	er	mart1255-2841	26	20	6	0.49	0.78	ɐ ɪ ʊ ɐː ɪː ʊː c j k l l̪ m n n̪ p r t t̪ w ŋ ɭ ɲ ɳ ɻ ʈ ʎ	a i u aː iː uː j k l l̪ m n n̪ p r t t̪ w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	ɐ ɪ ʊ	a i u	ɐː ɪː ʊː	aː iː uː					c j k l l̪ m n n̪ p r t t̪ w ŋ ɭ ɲ ɳ ɻ ʈ ʎ	j k l l̪ m n n̪ p r t t̪ w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ						
tiga1245	lapsyd	tigak_tiga1245	17	12	5	upsid	tiga1245-572	17	12	5	1.00	1.00	i u ɐ ɔ ɛ b g k m n p r s t ŋ ɮ β	i u ɐ ɔ ɛ b g k m n p r s t ŋ ɮ β	i u ɐ ɔ ɛ	i u ɐ ɔ ɛ							b g k m n p r s t ŋ ɮ β	b g k m n p r s t ŋ ɮ β						
lavu1241	lapsyd	lavukaleve_lavu1241	20	15	5	phoible	lavu1241-925	20	15	5	0.67	0.94	a e i o u b d f h k l m n p s t ŋ ɰ ɾ β̞	a e i o u b d f h kʰ l m n pʰ r s t ŋ ɰ β	a e i o u	a e i o u							b d f h k l m n p s t ŋ ɰ ɾ β̞	b d f h kʰ l m n pʰ r s t ŋ ɰ β						
akan1250	upsid	akan1250-208	35	21	14	phoible	akan1250-1245	58	28	30	0.35	0.56	a ã e i ĩ o u ũ ɔ ɛ ɪ ɪ̃ ʊ ʊ̃ b cç cçʷ çʷ d f g h j kʰ m n pʰ r s tʰ ɟʝ ɟʝʷ ɥ ɲ ɲʷ	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃ aː eː iː oː uː æː ɔː ɛː ɪː ʊː b d dz dʑ dʑᶣ f gʷ h kʷ l m n p r s sᶣ t ts tɕ tɕᶣ w ŋ ŋʷ ɕ ɕᶣ ɥ ɲ ɲᶣ	a ã e i ĩ o u ũ ɔ ɛ ɪ ɪ̃ ʊ ʊ̃	a ã e ẽ i ĩ o õ u ũ æ æ̃ ɔ ɔ̃ ɛ ɛ̃ ɪ ɪ̃ ʊ ʊ̃		aː eː iː oː uː æː ɔː ɛː ɪː ʊː					b cç cçʷ çʷ d f g h j kʰ m n pʰ r s tʰ ɟʝ ɟʝʷ ɥ ɲ ɲʷ	b d dz dʑ dʑᶣ f gʷ h kʷ l m n p r s sᶣ t ts tɕ tɕᶣ w ŋ ŋʷ ɕ ɕᶣ ɥ ɲ ɲᶣ						
