Phoneme,Dataset,Dataset Pair,Absolute Count (DatasetA),Absolute Count (DatasetB),Relative Count (DatasetA),Relative Count (DatasetB),Total Inventories,Percent (DatasetA),Percent (DatasetB)
ã̰,lapsyd,lapsyd-upsid,4,0,0.0004,0.0000,303,0.0132,0.0000
ã̰,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
ã̰,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
ã̰,phoible,phoible-saphon,1,0,0.0009,0.0000,42,0.0238,0.0000
ã̰,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
ã̰,saphon,saphon-phoible,0,1,0.0000,0.0009,42,0.0000,0.0238
ã̰,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
ã̰ḭ̃,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
ã̰ṵ̃,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
b,aa,aa-jipa,0,6,0.0000,0.0274,6,0.0000,1.0000
b,aa,aa-lapsyd,0,27,0.0000,0.0297,27,0.0000,1.0000
b,aa,aa-phoible,0,46,0.0000,0.0280,47,0.0000,0.9787
b,aa,aa-upsid,0,34,0.0000,0.0285,34,0.0000,1.0000
b,ea,ea-jipa,0,47,0.0000,0.0193,57,0.0000,0.8246
b,ea,ea-lapsyd,0,76,0.0000,0.0196,95,0.0000,0.8000
b,ea,ea-phoible,0,89,0.0000,0.0186,121,0.0000,0.7355
b,ea,ea-ra,0,32,0.0000,0.0240,32,0.0000,1.0000
b,ea,ea-upsid,0,59,0.0000,0.0179,82,0.0000,0.7195
b,jipa,jipa-aa,5,0,0.0204,0.0000,6,0.8333,0.0000
b,jipa,jipa-ea,49,0,0.0190,0.0000,57,0.8596,0.0000
b,jipa,jipa-lapsyd,45,0,0.0196,0.0000,57,0.7895,0.0000
b,jipa,jipa-phoible,95,0,0.0202,0.0000,111,0.8559,0.0000
b,jipa,jipa-ra,6,0,0.0165,0.0000,6,1.0000,0.0000
b,jipa,jipa-saphon,2,0,0.0127,0.0000,6,0.3333,0.0000
b,jipa,jipa-upsid,29,0,0.0167,0.0000,38,0.7632,0.0000
b,lapsyd,lapsyd-aa,26,0,0.0272,0.0000,27,0.9630,0.0000
b,lapsyd,lapsyd-ea,77,0,0.0214,0.0000,95,0.8105,0.0000
b,lapsyd,lapsyd-er,6,0,0.0043,0.0000,61,0.0984,0.0000
b,lapsyd,lapsyd-jipa,0,42,0.0000,0.0211,57,0.0000,0.7368
b,lapsyd,lapsyd-phoible,103,0,0.0219,0.0000,139,0.7410,0.0000
b,lapsyd,lapsyd-ra,24,0,0.0237,0.0000,26,0.9231,0.0000
b,lapsyd,lapsyd-saphon,45,0,0.0153,0.0000,107,0.4206,0.0000
b,lapsyd,lapsyd-upsid,173,0,0.0183,0.0000,303,0.5710,0.0000
b,phoible,phoible-aa,47,0,0.0260,0.0000,47,1.0000,0.0000
b,phoible,phoible-ea,99,0,0.0211,0.0000,121,0.8182,0.0000
b,phoible,phoible-er,3,0,0.0098,0.0000,12,0.2500,0.0000
b,phoible,phoible-jipa,0,91,0.0000,0.0203,111,0.0000,0.8198
b,phoible,phoible-lapsyd,0,114,0.0000,0.0216,139,0.0000,0.8201
b,phoible,phoible-ra,16,0,0.0230,0.0000,16,1.0000,0.0000
b,phoible,phoible-saphon,24,0,0.0213,0.0000,42,0.5714,0.0000
b,phoible,phoible-upsid,0,50,0.0000,0.0197,61,0.0000,0.8197
b,ra,ra-ea,32,0,0.0223,0.0000,32,1.0000,0.0000
b,ra,ra-jipa,0,6,0.0000,0.0202,6,0.0000,1.0000
b,ra,ra-lapsyd,0,25,0.0000,0.0225,26,0.0000,0.9615
b,ra,ra-phoible,0,16,0.0000,0.0223,16,0.0000,1.0000
b,ra,ra-upsid,0,16,0.0000,0.0224,16,0.0000,1.0000
b,saphon,saphon-jipa,0,2,0.0000,0.0131,6,0.0000,0.3333
b,saphon,saphon-lapsyd,0,52,0.0000,0.0183,107,0.0000,0.4860
b,saphon,saphon-phoible,0,19,0.0000,0.0171,42,0.0000,0.4524
b,saphon,saphon-upsid,0,34,0.0000,0.0203,63,0.0000,0.5397
b,upsid,upsid-aa,34,0,0.0295,0.0000,34,1.0000,0.0000
b,upsid,upsid-ea,61,0,0.0199,0.0000,82,0.7439,0.0000
b,upsid,upsid-er,4,0,0.0070,0.0000,26,0.1538,0.0000
b,upsid,upsid-jipa,0,27,0.0000,0.0194,38,0.0000,0.7105
b,upsid,upsid-lapsyd,0,189,0.0000,0.0215,303,0.0000,0.6238
b,upsid,upsid-phoible,47,0,0.0233,0.0000,61,0.7705,0.0000
b,upsid,upsid-ra,15,0,0.0258,0.0000,16,0.9375,0.0000
b,upsid,upsid-saphon,34,0,0.0208,0.0000,63,0.5397,0.0000
bv,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
bv,lapsyd,lapsyd-upsid,2,0,0.0002,0.0000,303,0.0066,0.0000
bv,phoible,phoible-aa,1,0,0.0006,0.0000,47,0.0213,0.0000
bv,phoible,phoible-lapsyd,0,2,0.0000,0.0004,139,0.0000,0.0144
bv,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
bv,upsid,upsid-aa,1,0,0.0009,0.0000,34,0.0294,0.0000
bv,upsid,upsid-lapsyd,0,2,0.0000,0.0002,303,0.0000,0.0066
bv,upsid,upsid-phoible,2,0,0.0010,0.0000,61,0.0328,0.0000
bʰ,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
bʰ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
bʰ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
bʰ,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
bʰː,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
bʰː,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
bʰː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
bʰː,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
bʰː,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
bʱ,ea,ea-jipa,0,7,0.0000,0.0029,57,0.0000,0.1228
bʱ,ea,ea-lapsyd,0,10,0.0000,0.0026,95,0.0000,0.1053
bʱ,ea,ea-phoible,0,7,0.0000,0.0015,121,0.0000,0.0579
bʱ,ea,ea-ra,0,15,0.0000,0.0112,32,0.0000,0.4688
bʱ,ea,ea-upsid,0,6,0.0000,0.0018,82,0.0000,0.0732
bʱ,jipa,jipa-ea,6,0,0.0023,0.0000,57,0.1053,0.0000
bʱ,jipa,jipa-lapsyd,4,0,0.0017,0.0000,57,0.0702,0.0000
bʱ,jipa,jipa-phoible,4,0,0.0009,0.0000,111,0.0360,0.0000
bʱ,jipa,jipa-ra,4,0,0.0110,0.0000,6,0.6667,0.0000
bʱ,jipa,jipa-upsid,3,0,0.0017,0.0000,38,0.0789,0.0000
bʱ,lapsyd,lapsyd-ea,11,0,0.0031,0.0000,95,0.1158,0.0000
bʱ,lapsyd,lapsyd-jipa,0,5,0.0000,0.0025,57,0.0000,0.0877
bʱ,lapsyd,lapsyd-phoible,7,0,0.0015,0.0000,139,0.0504,0.0000
bʱ,lapsyd,lapsyd-ra,11,0,0.0108,0.0000,26,0.4231,0.0000
bʱ,lapsyd,lapsyd-upsid,6,0,0.0006,0.0000,303,0.0198,0.0000
bʱ,phoible,phoible-ea,7,0,0.0015,0.0000,121,0.0579,0.0000
bʱ,phoible,phoible-jipa,0,5,0.0000,0.0011,111,0.0000,0.0450
bʱ,phoible,phoible-lapsyd,0,7,0.0000,0.0013,139,0.0000,0.0504
bʱ,phoible,phoible-ra,7,0,0.0100,0.0000,16,0.4375,0.0000
bʱ,phoible,phoible-upsid,0,4,0.0000,0.0016,61,0.0000,0.0656
bʱ,ra,ra-ea,17,0,0.0119,0.0000,32,0.5312,0.0000
bʱ,ra,ra-jipa,0,5,0.0000,0.0168,6,0.0000,0.8333
bʱ,ra,ra-lapsyd,0,14,0.0000,0.0126,26,0.0000,0.5385
bʱ,ra,ra-phoible,0,7,0.0000,0.0098,16,0.0000,0.4375
bʱ,ra,ra-upsid,0,9,0.0000,0.0126,16,0.0000,0.5625
bʱ,upsid,upsid-aa,1,0,0.0009,0.0000,34,0.0294,0.0000
bʱ,upsid,upsid-ea,6,0,0.0020,0.0000,82,0.0732,0.0000
bʱ,upsid,upsid-jipa,0,4,0.0000,0.0029,38,0.0000,0.1053
bʱ,upsid,upsid-lapsyd,0,7,0.0000,0.0008,303,0.0000,0.0231
bʱ,upsid,upsid-phoible,4,0,0.0020,0.0000,61,0.0656,0.0000
bʱ,upsid,upsid-ra,7,0,0.0120,0.0000,16,0.4375,0.0000
bʱː,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
bʱː,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
bʱː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
bʱː,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
bʱː,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
bʱː,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
bʱː,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
bʱː,phoible,phoible-lapsyd,0,2,0.0000,0.0004,139,0.0000,0.0144
bʱː,phoible,phoible-ra,2,0,0.0029,0.0000,16,0.1250,0.0000
bʱː,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
bʲ,ea,ea-jipa,0,5,0.0000,0.0021,57,0.0000,0.0877
bʲ,ea,ea-lapsyd,0,8,0.0000,0.0021,95,0.0000,0.0842
bʲ,ea,ea-phoible,0,4,0.0000,0.0008,121,0.0000,0.0331
bʲ,ea,ea-upsid,0,11,0.0000,0.0033,82,0.0000,0.1341
bʲ,jipa,jipa-ea,4,0,0.0016,0.0000,57,0.0702,0.0000
bʲ,jipa,jipa-lapsyd,3,0,0.0013,0.0000,57,0.0526,0.0000
bʲ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
bʲ,jipa,jipa-upsid,2,0,0.0012,0.0000,38,0.0526,0.0000
bʲ,lapsyd,lapsyd-aa,1,0,0.0010,0.0000,27,0.0370,0.0000
bʲ,lapsyd,lapsyd-ea,9,0,0.0025,0.0000,95,0.0947,0.0000
bʲ,lapsyd,lapsyd-jipa,0,4,0.0000,0.0020,57,0.0000,0.0702
bʲ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
bʲ,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
bʲ,lapsyd,lapsyd-upsid,5,0,0.0005,0.0000,303,0.0165,0.0000
bʲ,phoible,phoible-aa,2,0,0.0011,0.0000,47,0.0426,0.0000
bʲ,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
bʲ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
bʲ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
bʲ,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
bʲ,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
bʲ,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
bʲ,upsid,upsid-aa,2,0,0.0017,0.0000,34,0.0588,0.0000
bʲ,upsid,upsid-ea,11,0,0.0036,0.0000,82,0.1341,0.0000
bʲ,upsid,upsid-jipa,0,4,0.0000,0.0029,38,0.0000,0.1053
bʲ,upsid,upsid-lapsyd,0,6,0.0000,0.0007,303,0.0000,0.0198
bʲ,upsid,upsid-phoible,2,0,0.0010,0.0000,61,0.0328,0.0000
bʲʱ,upsid,upsid-aa,1,0,0.0009,0.0000,34,0.0294,0.0000
bʲʱ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
bʲʱ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
bʷ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
bʷ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
bʷ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
bʷ,lapsyd,lapsyd-phoible,3,0,0.0006,0.0000,139,0.0216,0.0000
bʷ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
bʷ,lapsyd,lapsyd-upsid,4,0,0.0004,0.0000,303,0.0132,0.0000
bʷ,phoible,phoible-aa,2,0,0.0011,0.0000,47,0.0426,0.0000
bʷ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
bʷ,phoible,phoible-lapsyd,0,6,0.0000,0.0011,139,0.0000,0.0432
bʷ,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
bʷ,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
bʷ,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
bʷ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
bʷ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
bʷː,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
bʷː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
bʷː,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
bʷː,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
bʷː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
bʷː,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
bʷˠ,upsid,upsid-ea,2,0,0.0007,0.0000,82,0.0244,0.0000
bʷˠ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
bʷˠ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
bʷˠ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
bː,aa,aa-lapsyd,0,1,0.0000,0.0011,27,0.0000,0.0370
bː,aa,aa-phoible,0,1,0.0000,0.0006,47,0.0000,0.0213
bː,aa,aa-upsid,0,1,0.0000,0.0008,34,0.0000,0.0294
bː,jipa,jipa-ea,5,0,0.0019,0.0000,57,0.0877,0.0000
bː,jipa,jipa-lapsyd,9,0,0.0039,0.0000,57,0.1579,0.0000
bː,jipa,jipa-phoible,13,0,0.0028,0.0000,111,0.1171,0.0000
bː,jipa,jipa-ra,3,0,0.0083,0.0000,6,0.5000,0.0000
bː,jipa,jipa-upsid,8,0,0.0046,0.0000,38,0.2105,0.0000
bː,phoible,phoible-aa,3,0,0.0017,0.0000,47,0.0638,0.0000
bː,phoible,phoible-ea,3,0,0.0006,0.0000,121,0.0248,0.0000
bː,phoible,phoible-jipa,0,8,0.0000,0.0018,111,0.0000,0.0721
bː,phoible,phoible-lapsyd,0,15,0.0000,0.0028,139,0.0000,0.1079
bː,phoible,phoible-ra,3,0,0.0043,0.0000,16,0.1875,0.0000
bː,phoible,phoible-saphon,1,0,0.0009,0.0000,42,0.0238,0.0000
bː,phoible,phoible-upsid,0,9,0.0000,0.0035,61,0.0000,0.1475
bː,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
bː,saphon,saphon-phoible,0,1,0.0000,0.0009,42,0.0000,0.0238
bː,upsid,upsid-aa,1,0,0.0009,0.0000,34,0.0294,0.0000
bː,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
bˠ,ea,ea-jipa,0,2,0.0000,0.0008,57,0.0000,0.0351
bˠ,ea,ea-lapsyd,0,2,0.0000,0.0005,95,0.0000,0.0211
bˠ,ea,ea-phoible,0,2,0.0000,0.0004,121,0.0000,0.0165
bˠ,ea,ea-upsid,0,2,0.0000,0.0006,82,0.0000,0.0244
bˠ,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
bˠ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
bˠ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
bˠ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
bˠ,lapsyd,lapsyd-ea,2,0,0.0006,0.0000,95,0.0211,0.0000
bˠ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
bˠ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
bˠ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
bˠ,phoible,phoible-ea,2,0,0.0004,0.0000,121,0.0165,0.0000
bˠ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
bˠ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
bˠ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
bˤ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
bˤ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
bˤ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
b̥,ea,ea-jipa,0,3,0.0000,0.0012,57,0.0000,0.0526
b̥,ea,ea-lapsyd,0,3,0.0000,0.0008,95,0.0000,0.0316
b̥,ea,ea-phoible,0,13,0.0000,0.0027,121,0.0000,0.1074
b̥,ea,ea-upsid,0,3,0.0000,0.0009,82,0.0000,0.0366
b̥,jipa,jipa-ea,2,0,0.0008,0.0000,57,0.0351,0.0000
b̥,jipa,jipa-phoible,2,0,0.0004,0.0000,111,0.0180,0.0000
b̥,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
b̥,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
b̥ʰ,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
b̥ʰ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
b̪,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
b̪,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
b̰,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
b̰,lapsyd,lapsyd-upsid,2,0,0.0002,0.0000,303,0.0066,0.0000
b̰,phoible,phoible-saphon,1,0,0.0009,0.0000,42,0.0238,0.0000
b̰,ra,ra-ea,2,0,0.0014,0.0000,32,0.0625,0.0000
b̰,ra,ra-lapsyd,0,1,0.0000,0.0009,26,0.0000,0.0385
b̰,saphon,saphon-lapsyd,0,2,0.0000,0.0007,107,0.0000,0.0187
b̰,saphon,saphon-phoible,0,1,0.0000,0.0009,42,0.0000,0.0238
b̰,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
b̰,upsid,upsid-aa,1,0,0.0009,0.0000,34,0.0294,0.0000
b̰,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
b̰,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
b̰,upsid,upsid-lapsyd,0,11,0.0000,0.0013,303,0.0000,0.0363
b̰,upsid,upsid-phoible,2,0,0.0010,0.0000,61,0.0328,0.0000
b̰,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
b̻,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
b̻,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
b̻,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
bβ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
bⁿ,phoible,phoible-er,1,0,0.0033,0.0000,12,0.0833,0.0000
bⁿ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
bⁿ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
bⁿ,upsid,upsid-er,1,0,0.0018,0.0000,26,0.0385,0.0000
bⁿ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
bⁿ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
c,aa,aa-jipa,0,2,0.0000,0.0091,6,0.0000,0.3333
c,aa,aa-lapsyd,0,2,0.0000,0.0022,27,0.0000,0.0741
c,aa,aa-phoible,0,11,0.0000,0.0067,47,0.0000,0.2340
c,aa,aa-upsid,0,3,0.0000,0.0025,34,0.0000,0.0882
c,ea,ea-jipa,0,15,0.0000,0.0062,57,0.0000,0.2632
c,ea,ea-lapsyd,0,26,0.0000,0.0067,95,0.0000,0.2737
c,ea,ea-phoible,0,26,0.0000,0.0054,121,0.0000,0.2149
c,ea,ea-ra,0,19,0.0000,0.0142,32,0.0000,0.5938
c,ea,ea-upsid,0,18,0.0000,0.0054,82,0.0000,0.2195
c,jipa,jipa-ea,12,0,0.0047,0.0000,57,0.2105,0.0000
c,jipa,jipa-er,3,0,0.0238,0.0000,4,0.7500,0.0000
c,jipa,jipa-lapsyd,10,0,0.0044,0.0000,57,0.1754,0.0000
c,jipa,jipa-phoible,12,0,0.0026,0.0000,111,0.1081,0.0000
c,jipa,jipa-ra,1,0,0.0028,0.0000,6,0.1667,0.0000
c,jipa,jipa-upsid,6,0,0.0035,0.0000,38,0.1579,0.0000
c,lapsyd,lapsyd-aa,3,0,0.0031,0.0000,27,0.1111,0.0000
c,lapsyd,lapsyd-ea,20,0,0.0056,0.0000,95,0.2105,0.0000
c,lapsyd,lapsyd-er,22,0,0.0156,0.0000,61,0.3607,0.0000
c,lapsyd,lapsyd-jipa,0,9,0.0000,0.0045,57,0.0000,0.1579
c,lapsyd,lapsyd-phoible,21,0,0.0045,0.0000,139,0.1511,0.0000
c,lapsyd,lapsyd-ra,5,0,0.0049,0.0000,26,0.1923,0.0000
c,lapsyd,lapsyd-saphon,5,0,0.0017,0.0000,107,0.0467,0.0000
c,lapsyd,lapsyd-upsid,35,0,0.0037,0.0000,303,0.1155,0.0000
c,phoible,phoible-aa,10,0,0.0055,0.0000,47,0.2128,0.0000
c,phoible,phoible-ea,19,0,0.0041,0.0000,121,0.1570,0.0000
c,phoible,phoible-er,3,0,0.0098,0.0000,12,0.2500,0.0000
c,phoible,phoible-jipa,0,7,0.0000,0.0016,111,0.0000,0.0631
c,phoible,phoible-lapsyd,0,23,0.0000,0.0044,139,0.0000,0.1655
