Phoneme	Dataset	Dataset_Count	Global_Count	Dataset_Ratio	Global_Ratio	Dataset_InvRatio	Global_InvRatio	Phoneme_Dataset_Ratio
ɭ̊	ea	2	10	0.0001	0.0	0.0028	0.0014	0.4444
ɭ̊	lapsyd	4	10	0.0001	0.0	0.0034	0.0014	0.4444
ɭ̊	ra	2	10	0.0002	0.0	0.0102	0.0014	0.4444
ɭ̊	upsid	2	10	0.0001	0.0	0.0022	0.0014	0.4444
ɭ̟	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɭ̟	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɭ̺	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɭ̺	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɭ͓	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɭ͓	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ɮ	ALL	112	112	0.0005	0.0005	0.0161	0.0161	0.7778
ɮ	aa	8	112	0.0006	0.0005	0.0206	0.0161	0.7778
ɮ	ea	8	112	0.0003	0.0005	0.011	0.0161	0.7778
ɮ	jipa	4	112	0.0003	0.0005	0.0136	0.0161	0.7778
ɮ	lapsyd	14	112	0.0004	0.0005	0.012	0.0161	0.7778
ɮ	phoible	54	112	0.0008	0.0005	0.03	0.0161	0.7778
ɮ	ra	2	112	0.0002	0.0005	0.0102	0.0161	0.7778
ɮ	upsid	22	112	0.0008	0.0005	0.0244	0.0161	0.7778
ɮʲ	ALL	8	8	0.0	0.0	0.0011	0.0011	0.4444
ɮʲ	ea	2	8	0.0001	0.0	0.0028	0.0011	0.4444
ɮʲ	lapsyd	2	8	0.0001	0.0	0.0017	0.0011	0.4444
ɮʲ	phoible	2	8	0.0	0.0	0.0011	0.0011	0.4444
ɮʲ	upsid	2	8	0.0001	0.0	0.0022	0.0011	0.4444
ɮʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɮʼ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɮ̪	ALL	8	8	0.0	0.0	0.0011	0.0011	0.3333
ɮ̪	lapsyd	4	8	0.0001	0.0	0.0034	0.0011	0.3333
ɮ̪	phoible	2	8	0.0	0.0	0.0011	0.0011	0.3333
ɮ̪	upsid	2	8	0.0001	0.0	0.0022	0.0011	0.3333
ɮ̪ʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɮ̪ʲ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ɮ̺	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɮ̺	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɯ	ALL	468	468	0.002	0.002	0.0672	0.0672	0.8889
ɯ	aa	4	468	0.0003	0.002	0.0103	0.0672	0.8889
ɯ	ea	100	468	0.0032	0.002	0.1381	0.0672	0.8889
ɯ	jipa	28	468	0.0023	0.002	0.0952	0.0672	0.8889
ɯ	lapsyd	96	468	0.0026	0.002	0.0822	0.0672	0.8889
ɯ	phoible	74	468	0.0011	0.002	0.0412	0.0672	0.8889
ɯ	ra	22	468	0.0027	0.002	0.1122	0.0672	0.8889
ɯ	saphon	62	468	0.0034	0.002	0.0873	0.0672	0.8889
ɯ	upsid	82	468	0.0029	0.002	0.0911	0.0672	0.8889
ɯa	ALL	40	40	0.0002	0.0002	0.0057	0.0057	0.5556
ɯa	ea	20	40	0.0006	0.0002	0.0276	0.0057	0.5556
ɯa	jipa	2	40	0.0002	0.0002	0.0068	0.0057	0.5556
ɯa	lapsyd	4	40	0.0001	0.0002	0.0034	0.0057	0.5556
ɯa	phoible	10	40	0.0001	0.0002	0.0056	0.0057	0.5556
ɯa	upsid	4	40	0.0001	0.0002	0.0044	0.0057	0.5556
ɯi	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.4444
ɯi	jipa	2	12	0.0002	0.0001	0.0068	0.0017	0.4444
ɯi	lapsyd	4	12	0.0001	0.0001	0.0034	0.0017	0.4444
ɯi	phoible	2	12	0.0	0.0001	0.0011	0.0017	0.4444
ɯi	upsid	4	12	0.0001	0.0001	0.0044	0.0017	0.4444
ɯi̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯi̯	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɯo	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯo	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɯɑ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.1111
ɯɑ	ea	12	12	0.0004	0.0001	0.0166	0.0017	0.1111
ɯə	ALL	16	16	0.0001	0.0001	0.0023	0.0023	0.4444
ɯə	ea	2	16	0.0001	0.0001	0.0028	0.0023	0.4444
ɯə	jipa	2	16	0.0002	0.0001	0.0068	0.0023	0.4444
ɯə	phoible	8	16	0.0001	0.0001	0.0044	0.0023	0.4444
ɯə	upsid	4	16	0.0001	0.0001	0.0044	0.0023	0.4444
ɯɪ̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯɪ̯	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɯʌ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ɯʌ	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
ɯʌ	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
ɯː	ALL	108	108	0.0005	0.0005	0.0155	0.0155	0.7778
ɯː	ea	22	108	0.0007	0.0005	0.0304	0.0155	0.7778
ɯː	jipa	6	108	0.0005	0.0005	0.0204	0.0155	0.7778
ɯː	lapsyd	30	108	0.0008	0.0005	0.0257	0.0155	0.7778
ɯː	phoible	30	108	0.0004	0.0005	0.0167	0.0155	0.7778
ɯː	ra	2	108	0.0002	0.0005	0.0102	0.0155	0.7778
ɯː	saphon	16	108	0.0009	0.0005	0.0225	0.0155	0.7778
ɯː	upsid	2	108	0.0001	0.0005	0.0022	0.0155	0.7778
ɯˑ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯˑ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɯ̃	ALL	88	88	0.0004	0.0004	0.0126	0.0126	0.7778
ɯ̃	aa	4	88	0.0003	0.0004	0.0103	0.0126	0.7778
ɯ̃	ea	4	88	0.0001	0.0004	0.0055	0.0126	0.7778
ɯ̃	jipa	6	88	0.0005	0.0004	0.0204	0.0126	0.7778
ɯ̃	lapsyd	20	88	0.0005	0.0004	0.0171	0.0126	0.7778
ɯ̃	phoible	10	88	0.0001	0.0004	0.0056	0.0126	0.7778
ɯ̃	saphon	30	88	0.0017	0.0004	0.0423	0.0126	0.7778
ɯ̃	upsid	14	88	0.0005	0.0004	0.0156	0.0126	0.7778
ɯ̃ə	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̃ə	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɯ̃ː	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.4444
ɯ̃ː	ea	2	12	0.0001	0.0001	0.0028	0.0017	0.4444
ɯ̃ː	lapsyd	6	12	0.0002	0.0001	0.0051	0.0017	0.4444
ɯ̃ː	phoible	2	12	0.0	0.0001	0.0011	0.0017	0.4444
ɯ̃ː	saphon	2	12	0.0001	0.0001	0.0028	0.0017	0.4444
ɯ̙	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̙	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɯ̙i̯	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̙i̯	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɯ̝	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̝	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɯ̞	ALL	14	14	0.0001	0.0001	0.002	0.002	0.3333
ɯ̞	ea	2	14	0.0001	0.0001	0.0028	0.002	0.3333
ɯ̞	lapsyd	2	14	0.0001	0.0001	0.0017	0.002	0.3333
ɯ̞	upsid	10	14	0.0004	0.0001	0.0111	0.002	0.3333
ɯ̞̆	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̞̆	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ɯ̤	ALL	20	20	0.0001	0.0001	0.0029	0.0029	0.4444
ɯ̤	ea	4	20	0.0001	0.0001	0.0055	0.0029	0.4444
ɯ̤	jipa	2	20	0.0002	0.0001	0.0068	0.0029	0.4444
ɯ̤	phoible	8	20	0.0001	0.0001	0.0044	0.0029	0.4444
ɯ̤	upsid	6	20	0.0002	0.0001	0.0067	0.0029	0.4444
ɯ̤a	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̤a	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɯ̤i̤	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̤i̤	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ɯ̤ə̤	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̤ə̤	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ɯ̤ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̤ː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɯ̥ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̥ː	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
ɯ̯ɤ̞	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̯ɤ̞	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɯ̰	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.5556
ɯ̰	ea	4	12	0.0001	0.0001	0.0055	0.0017	0.5556
ɯ̰	lapsyd	2	12	0.0001	0.0001	0.0017	0.0017	0.5556
ɯ̰	phoible	2	12	0.0	0.0001	0.0011	0.0017	0.5556
ɯ̰	ra	2	12	0.0002	0.0001	0.0102	0.0017	0.5556
ɯ̰	saphon	2	12	0.0001	0.0001	0.0028	0.0017	0.5556
ɯ̰̽ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɯ̰̽ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɯ̽	ALL	14	14	0.0001	0.0001	0.002	0.002	0.1111
ɯ̽	ea	14	14	0.0005	0.0001	0.0193	0.002	0.1111
ɯ̽ː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ɯ̽ː	ea	4	4	0.0001	0.0	0.0055	0.0006	0.1111
ɰ	ALL	162	162	0.0007	0.0007	0.0233	0.0233	0.8889
ɰ	aa	2	162	0.0001	0.0007	0.0052	0.0233	0.8889
ɰ	ea	16	162	0.0005	0.0007	0.0221	0.0233	0.8889
ɰ	er	36	162	0.0019	0.0007	0.046	0.0233	0.8889
ɰ	jipa	6	162	0.0005	0.0007	0.0204	0.0233	0.8889
ɰ	lapsyd	36	162	0.001	0.0007	0.0308	0.0233	0.8889
ɰ	phoible	30	162	0.0004	0.0007	0.0167	0.0233	0.8889
ɰ	saphon	12	162	0.0007	0.0007	0.0169	0.0233	0.8889
ɰ	upsid	24	162	0.0009	0.0007	0.0267	0.0233	0.8889
ɰ̃	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ɰ̃	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
ɰ̃	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
ɰ̰	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
ɰ̰	lapsyd	2	6	0.0001	0.0	0.0017	0.0009	0.2222
ɰ̰	upsid	4	6	0.0001	0.0	0.0044	0.0009	0.2222
ɱ	ALL	36	36	0.0002	0.0002	0.0052	0.0052	0.4444
ɱ	lapsyd	2	36	0.0001	0.0002	0.0017	0.0052	0.4444
ɱ	phoible	30	36	0.0004	0.0002	0.0167	0.0052	0.4444
ɱ	ra	2	36	0.0002	0.0002	0.0102	0.0052	0.4444
ɱ	upsid	2	36	0.0001	0.0002	0.0022	0.0052	0.4444
ɲ	ALL	2814	2814	0.012	0.012	0.4043	0.4043	0.8889
ɲ	aa	274	2814	0.0191	0.012	0.7062	0.4043	0.8889
ɲ	ea	306	2814	0.0099	0.012	0.4227	0.4043	0.8889
ɲ	jipa	126	2814	0.0103	0.012	0.4286	0.4043	0.8889
ɲ	lapsyd	394	2814	0.0108	0.012	0.3373	0.4043	0.8889
ɲ	phoible	1030	2814	0.0154	0.012	0.5729	0.4043	0.8889
ɲ	ra	116	2814	0.0141	0.012	0.5918	0.4043	0.8889
ɲ	saphon	286	2814	0.0158	0.012	0.4028	0.4043	0.8889
ɲ	upsid	282	2814	0.0101	0.012	0.3133	0.4043	0.8889
ɲʱ	ALL	16	16	0.0001	0.0001	0.0023	0.0023	0.4444
ɲʱ	lapsyd	2	16	0.0001	0.0001	0.0017	0.0023	0.4444
ɲʱ	phoible	4	16	0.0001	0.0001	0.0022	0.0023	0.4444
ɲʱ	ra	8	16	0.001	0.0001	0.0408	0.0023	0.4444
ɲʱ	saphon	2	16	0.0001	0.0001	0.0028	0.0023	0.4444
ɲʲ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ɲʲ	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
ɲʷ	ALL	36	36	0.0002	0.0002	0.0052	0.0052	0.3333
ɲʷ	aa	2	36	0.0001	0.0002	0.0052	0.0052	0.3333
ɲʷ	phoible	32	36	0.0005	0.0002	0.0178	0.0052	0.3333
ɲʷ	upsid	2	36	0.0001	0.0002	0.0022	0.0052	0.3333
ɲʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɲʼ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɲː	ALL	86	86	0.0004	0.0004	0.0124	0.0124	0.7778
ɲː	aa	2	86	0.0001	0.0004	0.0052	0.0124	0.7778
ɲː	ea	4	86	0.0001	0.0004	0.0055	0.0124	0.7778
ɲː	jipa	12	86	0.001	0.0004	0.0408	0.0124	0.7778
ɲː	lapsyd	6	86	0.0002	0.0004	0.0051	0.0124	0.7778
ɲː	phoible	58	86	0.0009	0.0004	0.0323	0.0124	0.7778
ɲː	saphon	2	86	0.0001	0.0004	0.0028	0.0124	0.7778
ɲː	upsid	2	86	0.0001	0.0004	0.0022	0.0124	0.7778
ɲ̊	ALL	90	90	0.0004	0.0004	0.0129	0.0129	0.6667
ɲ̊	ea	26	90	0.0008	0.0004	0.0359	0.0129	0.6667
ɲ̊	jipa	6	90	0.0005	0.0004	0.0204	0.0129	0.6667
ɲ̊	lapsyd	18	90	0.0005	0.0004	0.0154	0.0129	0.6667
ɲ̊	phoible	16	90	0.0002	0.0004	0.0089	0.0129	0.6667
ɲ̊	saphon	8	90	0.0004	0.0004	0.0113	0.0129	0.6667
ɲ̊	upsid	16	90	0.0006	0.0004	0.0178	0.0129	0.6667
ɲ̟	ALL	20	20	0.0001	0.0001	0.0029	0.0029	0.2222
ɲ̟	ea	16	20	0.0005	0.0001	0.0221	0.0029	0.2222
ɲ̟	phoible	4	20	0.0001	0.0001	0.0022	0.0029	0.2222
ɲ̟̥	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ɲ̟̥	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
ɲ̟̻	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɲ̟̻	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɲ̰	ALL	18	18	0.0001	0.0001	0.0026	0.0026	0.3333
ɲ̰	lapsyd	10	18	0.0003	0.0001	0.0086	0.0026	0.3333
ɲ̰	saphon	2	18	0.0001	0.0001	0.0028	0.0026	0.3333
ɲ̰	upsid	6	18	0.0002	0.0001	0.0067	0.0026	0.3333
ɲ̻	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɲ̻	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɲᶣ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ɲᶣ	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
ɳ	ALL	894	894	0.0038	0.0038	0.1284	0.1284	0.7778
ɳ	ea	42	894	0.0014	0.0038	0.058	0.1284	0.7778
ɳ	er	518	894	0.0276	0.0038	0.6624	0.1284	0.7778
ɳ	jipa	20	894	0.0016	0.0038	0.068	0.1284	0.7778
ɳ	lapsyd	106	894	0.0029	0.0038	0.0908	0.1284	0.7778
ɳ	phoible	52	894	0.0008	0.0038	0.0289	0.1284	0.7778
ɳ	ra	108	894	0.0131	0.0038	0.551	0.1284	0.7778
ɳ	upsid	48	894	0.0017	0.0038	0.0533	0.1284	0.7778
ɳʈʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɳʈʰ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɳʱ	ALL	14	14	0.0001	0.0001	0.002	0.002	0.5556
ɳʱ	ea	4	14	0.0001	0.0001	0.0055	0.002	0.5556
ɳʱ	jipa	2	14	0.0002	0.0001	0.0068	0.002	0.5556
ɳʱ	lapsyd	2	14	0.0001	0.0001	0.0017	0.002	0.5556
ɳʱ	phoible	4	14	0.0001	0.0001	0.0022	0.002	0.5556
ɳʱ	ra	2	14	0.0002	0.0001	0.0102	0.002	0.5556
ɳʷ	ALL	22	22	0.0001	0.0001	0.0032	0.0032	0.2222
ɳʷ	er	20	22	0.0011	0.0001	0.0256	0.0032	0.2222
ɳʷ	jipa	2	22	0.0002	0.0001	0.0068	0.0032	0.2222
ɳː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɳː	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
ɳ̊	ALL	8	8	0.0	0.0	0.0011	0.0011	0.2222
ɳ̊	lapsyd	6	8	0.0002	0.0	0.0051	0.0011	0.2222
ɳ̊	upsid	2	8	0.0001	0.0	0.0022	0.0011	0.2222
ɳ̟	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɳ̟	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɳ̺	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɳ̺	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɴ	ALL	16	16	0.0001	0.0001	0.0023	0.0023	0.5556
ɴ	ea	4	16	0.0001	0.0001	0.0055	0.0023	0.5556
ɴ	jipa	2	16	0.0002	0.0001	0.0068	0.0023	0.5556
ɴ	lapsyd	2	16	0.0001	0.0001	0.0017	0.0023	0.5556
ɴ	phoible	6	16	0.0001	0.0001	0.0033	0.0023	0.5556
ɴ	upsid	2	16	0.0001	0.0001	0.0022	0.0023	0.5556
ɵ	ALL	92	92	0.0004	0.0004	0.0132	0.0132	0.8889
ɵ	aa	4	92	0.0003	0.0004	0.0103	0.0132	0.8889
ɵ	ea	26	92	0.0008	0.0004	0.0359	0.0132	0.8889
ɵ	er	10	92	0.0005	0.0004	0.0128	0.0132	0.8889
ɵ	jipa	8	92	0.0007	0.0004	0.0272	0.0132	0.8889
ɵ	lapsyd	16	92	0.0004	0.0004	0.0137	0.0132	0.8889
ɵ	phoible	18	92	0.0003	0.0004	0.01	0.0132	0.8889
ɵ	saphon	2	92	0.0001	0.0004	0.0028	0.0132	0.8889
ɵ	upsid	8	92	0.0003	0.0004	0.0089	0.0132	0.8889
ɵy	ALL	6	6	0.0	0.0	0.0009	0.0009	0.3333
ɵy	ea	2	6	0.0001	0.0	0.0028	0.0009	0.3333
ɵy	jipa	2	6	0.0002	0.0	0.0068	0.0009	0.3333
ɵy	phoible	2	6	0.0	0.0	0.0011	0.0009	0.3333
ɵə	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɵə	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɵː	ALL	32	32	0.0001	0.0001	0.0046	0.0046	0.6667
ɵː	ea	12	32	0.0004	0.0001	0.0166	0.0046	0.6667
ɵː	er	4	32	0.0002	0.0001	0.0051	0.0046	0.6667
ɵː	jipa	4	32	0.0003	0.0001	0.0136	0.0046	0.6667
ɵː	lapsyd	2	32	0.0001	0.0001	0.0017	0.0046	0.6667
ɵː	phoible	8	32	0.0001	0.0001	0.0044	0.0046	0.6667
ɵː	saphon	2	32	0.0001	0.0001	0.0028	0.0046	0.6667
ɵ̃	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ɵ̃	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
ɵ̃	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
ɵ̆	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɵ̆	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɵ̞	ALL	10	10	0.0	0.0	0.0014	0.0014	0.1111
ɵ̞	upsid	10	10	0.0004	0.0	0.0111	0.0014	0.1111
ɵ̞ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɵ̞ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɵ̞̆	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ɵ̞̆	upsid	4	4	0.0001	0.0	0.0044	0.0006	0.1111
ɵ̞̰	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɵ̞̰	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɵ̤	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ɵ̤	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
ɵ̤ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɵ̤ː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɶ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ɶ	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
ɶ	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
ɶː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɶː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɸ	ALL	370	370	0.0016	0.0016	0.0532	0.0532	1.0
ɸ	aa	18	370	0.0013	0.0016	0.0464	0.0532	1.0
ɸ	ea	10	370	0.0003	0.0016	0.0138	0.0532	1.0
ɸ	er	10	370	0.0005	0.0016	0.0128	0.0532	1.0
ɸ	jipa	6	370	0.0005	0.0016	0.0204	0.0532	1.0
ɸ	lapsyd	96	370	0.0026	0.0016	0.0822	0.0532	1.0
ɸ	phoible	76	370	0.0011	0.0016	0.0423	0.0532	1.0
ɸ	ra	4	370	0.0005	0.0016	0.0204	0.0532	1.0
ɸ	saphon	72	370	0.004	0.0016	0.1014	0.0532	1.0
ɸ	upsid	78	370	0.0028	0.0016	0.0867	0.0532	1.0
ɸʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɸʰ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɸʲ	ALL	10	10	0.0	0.0	0.0014	0.0014	0.4444
ɸʲ	lapsyd	2	10	0.0001	0.0	0.0017	0.0014	0.4444
ɸʲ	phoible	2	10	0.0	0.0	0.0011	0.0014	0.4444
ɸʲ	saphon	2	10	0.0001	0.0	0.0028	0.0014	0.4444
ɸʲ	upsid	4	10	0.0001	0.0	0.0044	0.0014	0.4444
ɸʷ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
ɸʷ	lapsyd	4	6	0.0001	0.0	0.0034	0.0009	0.2222
ɸʷ	upsid	2	6	0.0001	0.0	0.0022	0.0009	0.2222
ɸʷˠ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɸʷˠ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ɸʼ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
ɸʼ	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
ɸʼ	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
ɸː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɸː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɸ̞	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
ɸ̞	lapsyd	4	6	0.0001	0.0	0.0034	0.0009	0.2222
ɸ̞	upsid	2	6	0.0001	0.0	0.0022	0.0009	0.2222
ɹ	ALL	186	186	0.0008	0.0008	0.0267	0.0267	0.7778
ɹ	aa	4	186	0.0003	0.0008	0.0103	0.0267	0.7778
ɹ	ea	14	186	0.0005	0.0008	0.0193	0.0267	0.7778
ɹ	jipa	30	186	0.0025	0.0008	0.102	0.0267	0.7778
ɹ	lapsyd	50	186	0.0014	0.0008	0.0428	0.0267	0.7778
ɹ	phoible	60	186	0.0009	0.0008	0.0334	0.0267	0.7778
ɹ	saphon	2	186	0.0001	0.0008	0.0028	0.0267	0.7778
ɹ	upsid	26	186	0.0009	0.0008	0.0289	0.0267	0.7778
ɹˀ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɹˀ	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
ɹː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɹː	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
ɹˤ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɹˤ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɹ̝	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɹ̝	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ɹ̠˔	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɹ̠˔	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ɹ̠̊˔	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɹ̠̊˔	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
ɹ̥	ALL	8	8	0.0	0.0	0.0011	0.0011	0.2222
ɹ̥	ea	6	8	0.0002	0.0	0.0083	0.0011	0.2222
ɹ̥	upsid	2	8	0.0001	0.0	0.0022	0.0011	0.2222
ɹ̩	ALL	8	8	0.0	0.0	0.0011	0.0011	0.2222
ɹ̩	jipa	4	8	0.0003	0.0	0.0136	0.0011	0.2222
ɹ̩	phoible	4	8	0.0001	0.0	0.0022	0.0011	0.2222
ɹ̪	ALL	22	22	0.0001	0.0001	0.0032	0.0032	0.5556
ɹ̪	ea	6	22	0.0002	0.0001	0.0083	0.0032	0.5556
ɹ̪	jipa	2	22	0.0002	0.0001	0.0068	0.0032	0.5556
ɹ̪	lapsyd	4	22	0.0001	0.0001	0.0034	0.0032	0.5556
ɹ̪	phoible	4	22	0.0001	0.0001	0.0022	0.0032	0.5556
ɹ̪	saphon	6	22	0.0003	0.0001	0.0085	0.0032	0.5556
ɹ̪ʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɹ̪ʲ	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
ɹ̪ˠ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɹ̪ˠ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɹ̪̩	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ɹ̪̩	ea	4	4	0.0001	0.0	0.0055	0.0006	0.1111
ɹ̪̰̩	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ɹ̪̰̩	ea	4	4	0.0001	0.0	0.0055	0.0006	0.1111
ɹ̪̺	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
ɹ̪̺	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
ɹ̰	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
