ID	Glottocode	Dataset	Name	Family	Macroarea	Latitude	Longitude	Num_Phonemes	Num_Consonants	Num_Vowels	Num_Clusters	Num_Long_Consonants	Num_Long_Vowels	Num_Diphthongs	Ratio	Phonemes	Consonants	Vowels	Diphthongs
catalaneastern_stan1289	stan1289	lapsyd	Catalan, Eastern	Indo-European	Eurasia	41.4530	1.5690	30	23	7	0	0	0	0	3.2857	a b dʒ d̪ e f g i j k l m n o p r s tʃ t̪ u w z ŋ ɔ ɛ ɲ ɾ ʃ ʎ ʒ	b dʒ d̪ f g j k l m n p r s tʃ t̪ w z ŋ ɲ ɾ ʃ ʎ ʒ	a e i o u ɔ ɛ	
stan1289-1138	stan1289	phoible	Catalan	Indo-European	Eurasia	41.4530	1.5690	39	23	8	0	0	0	8	1.4375	a b dʒ d̪ e ei̯ f g i i̯a i̯ɛ j k l m n o ou̯ p r s tʃ t̪ u ui̯ u̯a u̯ə w z ŋ ɔ ə ɛ ɛu̯ ɲ ɾ ʃ ʎ ʒ	b dʒ d̪ f g j k l m n p r s tʃ t̪ w z ŋ ɲ ɾ ʃ ʎ ʒ	a e i o u ɔ ə ɛ	ei̯ i̯a i̯ɛ ou̯ ui̯ u̯a u̯ə ɛu̯
stan1290-2269	stan1290	ea	French	Indo-European	Eurasia	48.0000	2.0000	34	20	14	0	0	0	0	1.4286	a b d e f g i j k l m n o p s t u v w y z ø œ ɑ̃ ɔ ɔ̃ ə ɛ ɛ̃ ɥ ɲ ʁ ʃ ʒ	b d f g j k l m n p s t v w z ɥ ɲ ʁ ʃ ʒ	a e i o u y ø œ ɑ̃ ɔ ɔ̃ ə ɛ ɛ̃	
french	stan1290	jipa	French	Indo-European	Eurasia	48.0000	2.0000	35	21	14	0	0	0	0	1.5000	a b d e f g i j k l m n o p s t u v w y z ø ŋ œ ɑ̃ ɔ ɔ̃ ə ɛ ɛ̃ ɥ ɲ ʁ ʃ ʒ	b d f g j k l m n p s t v w z ŋ ɥ ɲ ʁ ʃ ʒ	a e i o u y ø œ ɑ̃ ɔ ɔ̃ ə ɛ ɛ̃	
french_stan1290	stan1290	lapsyd	French	Indo-European	Eurasia	48.0000	2.0000	35	21	14	0	0	0	0	1.5000	a b d̪ e f g i j k l̪ m n̪ o p s̪ t̪ u v w y z̪ ø ŋ œ ɑ̃ ɔ ɔ̃ ə ɛ ɛ̃ ɥ ɲ ʁ ʃ ʒ	b d̪ f g j k l̪ m n̪ p s̪ t̪ v w z̪ ŋ ɥ ɲ ʁ ʃ ʒ	a e i o u y ø œ ɑ̃ ɔ ɔ̃ ə ɛ ɛ̃	
stan1290-2182	stan1290	phoible	French	Indo-European	Eurasia	48.0000	2.0000	36	21	15	0	0	0	0	1.4000	a b d̪ e f g i j k l̪ m n o p s̪ t̪ u v w y z̪ ø ŋ œ ɑ ɑ̃ ɔ ɔ̃ ə ɛ ɛ̃ ɥ ɲ ʁ ʃ ʒ	b d̪ f g j k l̪ m n p s̪ t̪ v w z̪ ŋ ɥ ɲ ʁ ʃ ʒ	a e i o u y ø œ ɑ ɑ̃ ɔ ɔ̃ ə ɛ ɛ̃	
stan1290-331	stan1290	upsid	French	Indo-European	Eurasia	48.0000	2.0000	37	21	16	0	0	2	0	1.3125	a̟ b d̪ e f g i j k l̪ m n̪ oː õ p s̪ t̪ u v w y z̪ æ̃ ø ŋ œ œ̃ ɒ ɒ̃ ɔ ɛ ɛː ɥ ɲ ʀ ʃ ʒ	b d̪ f g j k l̪ m n̪ p s̪ t̪ v w z̪ ŋ ɥ ɲ ʀ ʃ ʒ	a̟ e i oː õ u y æ̃ ø œ œ̃ ɒ ɒ̃ ɔ ɛ ɛː	
stan1293-2252	stan1293	ea	English	Indo-European	Eurasia	53.0000	-1.0000	44	24	12	0	0	5	8	1.2000	aɪ aʊ b d dʒ e eə eɪ f g h iː j kʰ l m n pʰ s tʃ tʰ uː v w z æ ð ŋ ɑː ɒ ɔɪ ɔː ə əʊ ɜː ɪ ɪə ɹ ʃ ʊ ʊə ʌ ʒ θ	b d dʒ f g h j kʰ l m n pʰ s tʃ tʰ v w z ð ŋ ɹ ʃ ʒ θ	e iː uː æ ɑː ɒ ɔː ə ɜː ɪ ʊ ʌ	aɪ aʊ eə eɪ ɔɪ əʊ ɪə ʊə
stan1293-2515	stan1293	ea	English	Indo-European	Eurasia	53.0000	-1.0000	40	24	10	0	0	4	6	1.5000	a aɪ aʊ b d dʒ eɪ eː f g h iɛ iː j k l m n p r s t tʃ v w z ð ŋ ɑː ɒ ɔɪ ə ɛ ɛʉ ɪ ʃ ʉː ʊ ʒ θ	b d dʒ f g h j k l m n p r s t tʃ v w z ð ŋ ʃ ʒ θ	a eː iː ɑː ɒ ə ɛ ɪ ʉː ʊ	aɪ aʊ eɪ iɛ ɔɪ ɛʉ
britishenglishreceivedpronunciation	stan1293	jipa	British English: Received Pronunciation	Indo-European	Eurasia	53.0000	-1.0000	46	24	14	0	0	5	8	1.0909	aɪ aʊ b d dʒ e eə eɪ f g h i iː j k l m n p r s t tʃ u uː v w z æ ð ŋ ɑː ɒ ɔi ɔː ə əʊ ɛː ɪ ɪə ʃ ʊ ʊə ʌ ʒ θ	b d dʒ f g h j k l m n p r s t tʃ v w z ð ŋ ʃ ʒ θ	e i iː u uː æ ɑː ɒ ɔː ə ɛː ɪ ʊ ʌ	aɪ aʊ eə eɪ ɔi əʊ ɪə ʊə
liverpoolenglish	stan1293	jipa	Liverpool English	Indo-European	Eurasia	53.0000	-1.0000	41	24	12	0	0	1	5	1.4118	a aɪ aʊ b d dʒ e eɪ eː f g h i iɛ j k l m n p r s t tʃ v w z ð ŋ ɑ ɒ ɔ ɔɪ ə ɛ ɪ ʃ ʉ ʊ ʒ θ	b d dʒ f g h j k l m n p r s t tʃ v w z ð ŋ ʃ ʒ θ	a e eː i ɑ ɒ ɔ ə ɛ ɪ ʉ ʊ	aɪ aʊ eɪ iɛ ɔɪ
englishstandardsouthernbritish_stan1293	stan1293	lapsyd	English (Standard Southern British)	Indo-European	Eurasia	53.0000	-1.0000	43	24	11	0	0	0	8	1.2632	aɪ aʊ b d dʒ eɪ f g h i iə j k l m n oʊ p s t tʃ u v w z ð ŋ ɐ ɑ ɒ ɔ ɔɪ ə ɛ ɛə ɜ ɪ ɹ ʃ ʊ ʊə ʒ θ	b d dʒ f g h j k l m n p s t tʃ v w z ð ŋ ɹ ʃ ʒ θ	i u ɐ ɑ ɒ ɔ ə ɛ ɜ ɪ ʊ	aɪ aʊ eɪ iə oʊ ɔɪ ɛə ʊə
stan1293-2175	stan1293	phoible	English	Indo-European	Eurasia	53.0000	-1.0000	39	24	9	0	0	2	6	1.6000	aɪ aʊ b d dʒ eɪ̯ f g h iɪ j kʰ l m n oʊ pʰ s tʃ tʰ uː v w z æ ð ŋ ɑ ɔɪ ə ə˞ː ɛ ɪ ɹ ʃ ʊ ʌ ʒ θ	b d dʒ f g h j kʰ l m n pʰ s tʃ tʰ v w z ð ŋ ɹ ʃ ʒ θ	uː æ ɑ ə ə˞ː ɛ ɪ ʊ ʌ	aɪ aʊ eɪ̯ iɪ oʊ ɔɪ
stan1293-2176	stan1293	phoible	English	Indo-European	Eurasia	53.0000	-1.0000	39	24	10	0	0	0	5	1.6000	aɪ aʊ b d dʒ ei f g h i j kʰ l m n oʊ pʰ s tʃ tʰ u v w z æ ð ŋ ɑ ɔ ɔɪ ə˞ ɛ ɪ ɹ ʃ ʊ ʌ ʒ θ	b d dʒ f g h j kʰ l m n pʰ s tʃ tʰ v w z ð ŋ ɹ ʃ ʒ θ	i u æ ɑ ɔ ə˞ ɛ ɪ ʊ ʌ	aɪ aʊ ei oʊ ɔɪ
stan1293-2177	stan1293	phoible	English	Indo-European	Eurasia	53.0000	-1.0000	44	25	12	0	0	6	7	1.3158	b d dʒ e eː f g h iː j k kʰ l m n oɪ oː pʰ s tʃ tʰ v w z æ æɔ æɪ ð ŋ ɐ ɐː ɑe ɔ əʉ ɜː ɪ ɪə ɹ ʃ ʉː ʊ ʊə ʒ θ	b d dʒ f g h j k kʰ l m n pʰ s tʃ tʰ v w z ð ŋ ɹ ʃ ʒ θ	e eː iː oː æ ɐ ɐː ɔ ɜː ɪ ʉː ʊ	oɪ æɔ æɪ ɑe əʉ ɪə ʊə
stan1293-2178	stan1293	phoible	English	Indo-European	Eurasia	53.0000	-1.0000	40	24	11	0	0	5	5	1.5000	a aɪ aʊ b d dʒ eɪ eː f g h iː j kʰ l m n pʰ s tʃ tʰ v w z ð ŋ ɑː ɒ ɔɪ ɔː ə ɛ ɛʉ ɪ ɹ ʃ ʉː ʊ ʒ θ	b d dʒ f g h j kʰ l m n pʰ s tʃ tʰ v w z ð ŋ ɹ ʃ ʒ θ	a eː iː ɑː ɒ ɔː ə ɛ ɪ ʉː ʊ	aɪ aʊ eɪ ɔɪ ɛʉ
stan1293-2179	stan1293	phoible	English	Indo-European	Eurasia	53.0000	-1.0000	45	24	12	0	0	5	9	1.1429	b d dʒ e eə f g h i iə iː j kx l m n oe oː pʰ s ts tʃ v w z æe æo ð ŋ ɐ ɐʉ ɐː ɑe ɒ ɒɯ ɘ ɛ ɵː ɹ ʃ ʉə ʉː ʊ ʒ θ	b d dʒ f g h j kx l m n pʰ s ts tʃ v w z ð ŋ ɹ ʃ ʒ θ	e i iː oː ɐ ɐː ɒ ɘ ɛ ɵː ʉː ʊ	eə iə oe æe æo ɐʉ ɑe ɒɯ ʉə
stan1293-2180	stan1293	phoible	English	Indo-European	Eurasia	53.0000	-1.0000	39	24	15	0	0	9	0	1.6000	a aː b d dʒ eː f g h iː j k l m n oː pʰ s tʃ tʰ uː v w z ð øː ŋ ɒ ɒː ɔː ə ɛ ɛː ɪ ɹ ʃ ʊ ʒ θ	b d dʒ f g h j k l m n pʰ s tʃ tʰ v w z ð ŋ ɹ ʃ ʒ θ	a aː eː iː oː uː øː ɒ ɒː ɔː ə ɛ ɛː ɪ ʊ	
stan1295-2398	stan1295	ea	German	Indo-European	Eurasia	48.6490	12.4676	40	24	16	0	0	8	0	1.5000	a aː b ç dʒ d̺ eː f g h iː j kʰ l m n oː pf pʰ s ts tʃ t̺ʰ uː v yː z øː ŋ œ ɔ ə ɛ ɛː ɪ ʀ ʃ ʊ ʏ ʒ	b ç dʒ d̺ f g h j kʰ l m n pf pʰ s ts tʃ t̺ʰ v z ŋ ʀ ʃ ʒ	a aː eː iː oː uː yː øː œ ɔ ə ɛ ɛː ɪ ʊ ʏ	
northgerman	stan1295	jipa	North German	Indo-European	Eurasia	48.6490	12.4676	41	22	16	0	0	2	3	1.1579	a aɪ aʊ aː b ç d e f g h i j k l m n o p s t u v x y z ø ŋ œ ɔ ɔɪ ə ɛ ɛː ɪ ʁ ʃ ʊ ʏ ʒ ʔ	b ç d f g h j k l m n p s t v x z ŋ ʁ ʃ ʒ ʔ	a aː e i o u y ø œ ɔ ə ɛ ɛː ɪ ʊ ʏ	aɪ aʊ ɔɪ
german_stan1295	stan1295	lapsyd	German	Indo-European	Eurasia	48.6490	12.4676	42	23	16	0	0	2	3	1.2105	a aɪ aʊ aː b d e f g h i j k l m n o p pf s t ts tʃ u v y z ø ŋ œ ɔ ɔɪ ə ɛ ɛː ɪ ʁ ʃ ʊ ʏ ʒ χ	b d f g h j k l m n p pf s t ts tʃ v z ŋ ʁ ʃ ʒ χ	a aː e i o u y ø œ ɔ ə ɛ ɛː ɪ ʊ ʏ	aɪ aʊ ɔɪ
stan1295-2184	stan1295	phoible	German	Indo-European	Eurasia	48.6490	12.4676	40	21	16	0	0	7	3	1.1053	a aɪ aʊ aː b d e f g h iː j kʰ l m n oː pʰ s tʰ uː v x y z øː ŋ œ ɔ ɔɪ ə ɛ ɛː ɪ ʁ ʃ ʊ ʏː ʒ ʔ	b d f g h j kʰ l m n pʰ s tʰ v x z ŋ ʁ ʃ ʒ ʔ	a aː e iː oː uː y øː œ ɔ ə ɛ ɛː ɪ ʊ ʏː	aɪ aʊ ɔɪ
stan1295-304	stan1295	upsid	German	Indo-European	Eurasia	48.6490	12.4676	41	22	16	0	0	8	3	1.1579	ai au aː b d eː f g h iː j k l m n oː p pf s t ts uː v x yː z øː ŋ œ ɐ ɔ ɔi ə ɛ ɛː ɪ ʀ ʃ ʊ ʏ ʒ	b d f g h j k l m n p pf s t ts v x z ŋ ʀ ʃ ʒ	aː eː iː oː uː yː øː œ ɐ ɔ ə ɛ ɛː ɪ ʊ ʏ	ai au ɔi
standardmalaybrunei	stan1306	jipa	Standard Malay (Brunei)	Austronesian	Eurasia	3.0890	101.6990	30	24	6	0	0	0	0	4.0000	a b d dʒ e f g h i j k l m n o p r s t tʃ u v w x z ŋ ə ɲ ʃ ʔ	b d dʒ f g h j k l m n p r s t tʃ v w x z ŋ ɲ ʃ ʔ	a e i o u ə	
stan1306-2223	stan1306	phoible	Standard Malay	Austronesian	Eurasia	3.0890	101.6990	30	24	6	0	0	0	0	4.0000	a b d dʒ e f g h i j k l m n o p r s t tʃ u v w x z ŋ ə ɲ ʃ ʔ	b d dʒ f g h j k l m n p r s t tʃ v w x z ŋ ɲ ʃ ʔ	a e i o u ə	
arabic	stan1318	jipa	Arabic	Afro-Asiatic	Eurasia	27.9625	43.8525	37	29	6	0	0	3	2	3.6250	a au au̯ aː b d dʒ dˤ f h i iː j k l lˤ m n q r s sˤ t tˤ u u̯ː w x z ð ðˤ ħ ɣ ʃ ʔ ʕ θ	b d dʒ dˤ f h j k l lˤ m n q r s sˤ t tˤ w x z ð ðˤ ħ ɣ ʃ ʔ ʕ θ	a aː i iː u u̯ː	au au̯
stan1318-2157	stan1318	phoible	Standard Arabic	Afro-Asiatic	Eurasia	27.9625	43.8525	37	29	6	0	0	3	2	3.6250	a ai au aː b dʒ d̙ˤ d̪ f h i i̯ː j kʰ l lˤ m n̪ q r s s̙ˤ t̪ʰ t̪̙ˤ u u̯ː w xʀ̥ z ð ð̙ˤ ħ ɣ ʃ ʔ ʕ̙ θ	b dʒ d̙ˤ d̪ f h j kʰ l lˤ m n̪ q r s s̙ˤ t̪ʰ t̪̙ˤ w xʀ̥ z ð ð̙ˤ ħ ɣ ʃ ʔ ʕ̙ θ	a aː i i̯ː u u̯ː	ai au
stan1325-2493	stan1325	ea	Standard Latvian	Indo-European	Eurasia	57.0000	24.0000	42	26	14	0	0	6	2	1.6250	ä äː b c d dz dʒ f g i iə iː i̯ j k l m n p r s t ts tʃ uʌ uː v x z æ æː ɔ ɔː ɛ ɛː ɟ ɲ ʃ ʊ ʊ̯ ʎ ʒ	b c d dz dʒ f g j k l m n p r s t ts tʃ v x z ɟ ɲ ʃ ʎ ʒ	ä äː i iː i̯ uː æ æː ɔ ɔː ɛ ɛː ʊ ʊ̯	iə uʌ
stod1241-2264	stod1241	ea	Stod Bhoti	Sino-Tibetan	Eurasia	32.4970	77.1160	41	35	6	0	0	0	0	5.8333	a b bʱ c cʰ dʒ d̪ d̪ʱ e g gʱ h i j k kʰ l m n o p pʰ r tʃ tʃʰ t̪ t̪ʰ u w z ŋ ɖ ɖʱ ə ɟ ɟʱ ɲ ʃ ʈ ʈʰ ʒ	b bʱ c cʰ dʒ d̪ d̪ʱ g gʱ h j k kʰ l m n p pʰ r tʃ tʃʰ t̪ t̪ʰ w z ŋ ɖ ɖʱ ɟ ɟʱ ɲ ʃ ʈ ʈʰ ʒ	a e i o u ə	
suba1252-1645	suba1252	phoible	Suba-Simbiti	Atlantic-Congo	Africa	-1.1033	34.2680	37	23	14	0	0	7	0	1.6429	a aː c d e eː f g h i iː j k l m n o oː p r s t u uː v w z ŋ ɔ ɔː ɛ ɛː ɟ ɣ ɲ ʃ β	c d f g h j k l m n p r s t v w z ŋ ɟ ɣ ɲ ʃ β	a aː e eː i iː o oː u uː ɔ ɔː ɛ ɛː	
subi1246-1202	subi1246	phoible	Subiya	Atlantic-Congo	Africa	-17.5696	24.8867	51	46	5	0	0	0	0	9.2000	a b bʷ d dʒ dʒʷ dʷ f fʷ g gʷ h hʲ hʷ i j k kʷ lʷ m mʲ mʷ n nʷ p pʷ s sʷ t tʃ tʷ t̪ t̪ʷ u v vʷ w z zʷ ŋ ɔ ɛ ɱ ɲ ɻ ɻʲ ɻʷ ʃ β βʲ βʷ	b bʷ d dʒ dʒʷ dʷ f fʷ g gʷ h hʲ hʷ j k kʷ lʷ m mʲ mʷ n nʷ p pʷ s sʷ t tʃ tʷ t̪ t̪ʷ v vʷ w z zʷ ŋ ɱ ɲ ɻ ɻʲ ɻʷ ʃ β βʲ βʷ	a i u ɔ ɛ	
suda1236-659	suda1236	aa	Sudanese Arabic	Afro-Asiatic	Africa	17.8021	33.3179	62	54	8	0	27	5	0	6.7500	a aː b bː d dʒ dʒː dː dˤ dˤː eː f fː g gː h hː i iː j jː k kː l lː m mː n nː oː r rː s sː sˤ sˤː t tː tˤ tˤː u uː v vː w wː x xː z zː zˤ zˤː ħ ħː ɣ ɣː ʃ ʃː ʔ ʔː ʕ ʕː	b bː d dʒ dʒː dː dˤ dˤː f fː g gː h hː j jː k kː l lː m mː n nː r rː s sː sˤ sˤː t tː tˤ tˤː v vː w wː x xː z zː zˤ zˤː ħ ħː ɣ ɣː ʃ ʃː ʔ ʔː ʕ ʕː	a aː eː i iː oː u uː	
suena_suen1241	suen1241	lapsyd	Suena	Nuclear Trans New Guinea	Papunesia	-7.7634	147.5340	18	13	5	0	0	0	0	2.6000	a b d dz e g i j k m n o p s t u w ɾ	b d dz g j k m n p s t w ɾ	a e i o u	
suen1241-558	suen1241	upsid	Suena	Nuclear Trans New Guinea	Papunesia	-7.7634	147.5340	18	13	5	0	0	0	0	2.6000	a b d dz g i j k m n p s t u w ɔ ɛ ɾ	b d dz g j k m n p s t w ɾ	a i u ɔ ɛ	
suga1248-1317	suga1248	phoible	Nizaa	Atlantic-Congo	Africa	7.1291	12.3779	81	58	23	0	0	18	0	2.5217	a aː ãː b d dʒ dʒʷ dʷ e eː f g gb gʷ h iː ĩː j k kp kʷ l lʷ m mʷ n nʷ o oː p s sʷ t tʃ tʃʷ tʷ uː ũː v w w̃ x z zʷ ɓ ɓʷ ɔː ɔ̃ː ɗ ɗʷ ɛː ɛ̃ː ɤː ɤ̃ː ɥ ɪ ɯː ɯ̃ː ɰ̃ ɲ ɲʷ ɾ ɾʷ ʃ ʃʷ ʊ ʌː ʌ̃ː ʔ ʔʷ ⁿb ⁿd ⁿdɹ̠˔ʷ ⁿdʒ ⁿdʷ ⁿg ⁿgb ⁿgʷ ⁿv ⁿz ⁿzʷ	b d dʒ dʒʷ dʷ f g gb gʷ h j k kp kʷ l lʷ m mʷ n nʷ p s sʷ t tʃ tʃʷ tʷ v w w̃ x z zʷ ɓ ɓʷ ɗ ɗʷ ɥ ɰ̃ ɲ ɲʷ ɾ ɾʷ ʃ ʃʷ ʔ ʔʷ ⁿb ⁿd ⁿdɹ̠˔ʷ ⁿdʒ ⁿdʷ ⁿg ⁿgb ⁿgʷ ⁿv ⁿz ⁿzʷ	a aː ãː e eː iː ĩː o oː uː ũː ɔː ɔ̃ː ɛː ɛ̃ː ɤː ɤ̃ː ɪ ɯː ɯ̃ː ʊ ʌː ʌ̃ː	
suii1243-2605	suii1243	ea	Sui	Tai-Kadai	Eurasia	24.0488	106.5630	61	46	7	0	0	1	8	3.0667	a ai au aː aːi aːu e eu f g h i iu j k kʰ l m m̥ n n̥ o oi p pʰ q qʰ s t ts tsʰ tɕ tɕʰ tʰ u ui v x z ŋ ŋ̊ ɕ ə ɢ ɣ ɲ ɲ̊ ʁ ʔ ˀb ˀd ˀg ˀj ˀm ˀn ˀw ˀŋ ˀɣ ˀɲ ⁿb ⁿd	f g h j k kʰ l m m̥ n n̥ p pʰ q qʰ s t ts tsʰ tɕ tɕʰ tʰ v x z ŋ ŋ̊ ɕ ɢ ɣ ɲ ɲ̊ ʁ ʔ ˀb ˀd ˀg ˀj ˀm ˀn ˀw ˀŋ ˀɣ ˀɲ ⁿb ⁿd	a aː e i o u ə	ai au aːi aːu eu iu oi ui
suii1243-560	suii1243	upsid	Sui	Tai-Kadai	Eurasia	24.0488	106.5630	54	47	7	0	0	0	0	6.7143	a b b̰ d d̰ e̞ h i j j̰ k kʰ kʷ kʷʰ l m m̥ m̰ n n̥ n̰ o̞ p pʰ q qʰ s t ts tsʰ tʃ tʃʰ tʰ u w w̰ x z ŋ ŋʷ ŋ̊ ŋ̥ʷ ŋ̰ ə ɜ ɣ ɣ̰ ɲ ɲ̊ ɲ̰ ɸ ʁ ʃ ʔ	b b̰ d d̰ h j j̰ k kʰ kʷ kʷʰ l m m̥ m̰ n n̥ n̰ p pʰ q qʰ s t ts tsʰ tʃ tʃʰ tʰ w w̰ x z ŋ ŋʷ ŋ̊ ŋ̥ʷ ŋ̰ ɣ ɣ̰ ɲ ɲ̊ ɲ̰ ɸ ʁ ʃ ʔ	a e̞ i o̞ u ə ɜ	
suku1261-1568	suku1261	phoible	Sukuma	Atlantic-Congo	Africa	-3.1608	32.8765	52	38	14	0	0	7	0	2.7143	a aː cʰ d e eː f g h i iː j kʰ l m mʱ n nʱ o oː pʰ s tʰ u uː v w z ŋ ŋʱ ɔ ɔː ɛ ɛː ɟ ɲ ɲʱ ʃ β ⁿb ⁿcʰ ⁿd ⁿfʱ ⁿg ⁿkʱ ⁿpʱ ⁿsʱ ⁿtʱ ⁿv ⁿz ⁿɟ ⁿʃ	cʰ d f g h j kʰ l m mʱ n nʱ pʰ s tʰ v w z ŋ ŋʱ ɟ ɲ ɲʱ ʃ β ⁿb ⁿcʰ ⁿd ⁿfʱ ⁿg ⁿkʱ ⁿpʱ ⁿsʱ ⁿtʱ ⁿv ⁿz ⁿɟ ⁿʃ	a aː e eː i iː o oː u uː ɔ ɔː ɛ ɛː	
sumb1240-1639	sumb1240	phoible	Sumbwa	Atlantic-Congo	Africa	-3.4733	31.9457	30	20	10	0	0	5	0	2.0000	a aː b d dʒ e eː f g h i iː j k l m n o oː p s t tʃ u uː v w z ʃ β	b d dʒ f g h j k l m n p s t tʃ v w z ʃ β	a aː e eː i iː o oː u uː	
sumisema	sumi1235	jipa	Sumi (Sema)	Sino-Tibetan	Eurasia	25.9996	94.4235	35	29	6	0	0	0	0	4.8333	a b d e f g h i j k kʰ l lʱ m mʱ n nʱ o p pʰ q qʰ t tʃ tʃʰ tʰ u v x ŋ ɣ ɨ ɹ ʃ ʒ	b d f g h j k kʰ l lʱ m mʱ n nʱ p pʰ q qʰ t tʃ tʃʰ tʰ v x ŋ ɣ ɹ ʃ ʒ	a e i o u ɨ	
sumi1235-2211	sumi1235	phoible	Sumi Naga	Sino-Tibetan	Eurasia	25.9996	94.4235	38	32	6	0	0	0	0	5.3333	a b d e f g h i k kʰ l lʱ m mʱ n nʱ o p pʰ q qʰ s t ts tsʰ tʃ tʃʰ tʰ u v x z ŋ ɣ ɨ ɹ ʃ ʒ	b d f g h k kʰ l lʱ m mʱ n nʱ p pʰ q qʰ s t ts tsʰ tʃ tʃʰ tʰ v x z ŋ ɣ ɹ ʃ ʒ	a e i o u ɨ	
sumi1235-1784	sumi1235	ra	Sumi Naga	Sino-Tibetan	Eurasia	25.9996	94.4235	46	35	11	0	0	0	0	3.1818	a b cç cçʰ ç d̪ e e̞ f g h i j k kʰ l lʱ m mʱ n nʱ n̪ o p pʰ s ts tsʰ t̪ t̪ʰ u u̞ v w x z ŋ ə ɣ ɨ ɯ ɲ ɲʱ ʌ ʔ ʝ	b cç cçʰ ç d̪ f g h j k kʰ l lʱ m mʱ n nʱ n̪ p pʰ s ts tsʰ t̪ t̪ʰ v w x z ŋ ɣ ɲ ɲʱ ʔ ʝ	a e e̞ i o u u̞ ə ɨ ɯ ʌ	
sundanese_sund1252	sund1252	lapsyd	Sundanese	Austronesian	Papunesia	-6.8971	107.1060	32	18	14	0	0	0	0	1.2857	a ã b d dʒ g h i ĩ j k l m n p r s t tʃ u ũ w ŋ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɯ ɯ̃ ɲ	b d dʒ g h j k l m n p r s t tʃ w ŋ ɲ	a ã i ĩ u ũ ɔ ɔ̃ ə ə̃ ɛ ɛ̃ ɯ ɯ̃	
supyirekampwodialect_supy1237	supy1237	lapsyd	Supyire, Kampwo dialect	Atlantic-Congo	Africa	11.6320	-5.8771	33	21	12	0	0	0	0	1.7500	a ã b d dʒ e f i ĩ j k l m n o p s t tʃ u ũ v w z ŋ ɔ ɔ̃ ɛ ɛ̃ ɲ ʃ ʒ ʔ	b d dʒ f j k l m n p s t tʃ v w z ŋ ɲ ʃ ʒ ʔ	a ã e i ĩ o u ũ ɔ ɔ̃ ɛ ɛ̃	
suri1267-1209	suri1267	phoible	Tirma-Chai	Surmic	Africa	6.0320	35.0823	29	22	7	0	0	0	0	3.1429	a b c d e g i j k l m n o s t u w x z ŋ ɓ ɔ ɗ ɛ ɟ ɠ ɲ ɾ ʄ	b c d g j k l m n s t w x z ŋ ɓ ɗ ɟ ɠ ɲ ɾ ʄ	a e i o u ɔ ɛ	
surs1246-1174	surs1246	phoible	Sursurunga	Austronesian	Papunesia	-3.9908	152.7680	21	15	6	0	0	0	0	2.5000	b d e g h i j k l m n o p r s t u w ŋ ɐ ə	b d g h j k l m n p r s t w ŋ	e i o u ɐ ə	
suru1262-2103	suru1262	saphon	Suruí	Tupian	South America	-11.0989	-61.2818	29	19	10	0	0	0	0	1.9000	a ã b d dʒ e ẽ g i ĩ j k l m n o õ p s t tʃ w ŋ ɨ ɨ̃ ɲ ɾ ʃ ʔ	b d dʒ g j k l m n p s t tʃ w ŋ ɲ ɾ ʃ ʔ	a ã e ẽ i ĩ o õ ɨ ɨ̃	
suru1263-1850	suru1263	saphon	Suruahá	Arawan	South America	-6.8252	-66.3146	23	18	5	0	0	0	0	3.6000	a b d dʒ dʲ g h i k m n nʲ o s t tʲ w z ɛ ɨ ɾ ɾʲ ʃ	b d dʒ dʲ g h k m n nʲ s t tʲ w z ɾ ɾʲ ʃ	a i o ɛ ɨ	
susu1250-822	susu1250	aa	Susu	Mande	Africa	10.4046	-13.3628	35	21	14	0	0	7	0	1.5000	a aː b d dʒ e eː f g gb h i iː j k l m n o oː p r s t u uː w ŋ ɔ ɔː ɛ ɛː ɲ χ ⁿd	b d dʒ f g gb h j k l m n p r s t w ŋ ɲ χ ⁿd	a aː e eː i iː o oː u uː ɔ ɔː ɛ ɛː	
suya1243-1973	suya1243	saphon	Suyá	Nuclear-Macro-Je	South America	-11.5178	-53.0743	28	13	15	0	0	0	0	0.8667	a ã dʒ e ẽ i ĩ k m n o õ p s t tʃ u ũ w ŋ ɔ ə ɛ ɣ ɨ ɨ̃ ɲ ɾ	dʒ k m n p s t tʃ w ŋ ɣ ɲ ɾ	a ã e ẽ i ĩ o õ u ũ ɔ ə ɛ ɨ ɨ̃	
suya1243-1974	suya1243	saphon	Suyá	Nuclear-Macro-Je	South America	-11.5178	-53.0743	31	15	16	0	0	0	0	0.9375	a ã e ẽ h hʷ i ĩ j k kʷ m n o õ t tʃ tʷ u ũ w ŋ ɔ ə ɛ ɨ ɨ̃ ɲ ɾ ʈ ʌ	h hʷ j k kʷ m n t tʃ tʷ w ŋ ɲ ɾ ʈ	a ã e ẽ i ĩ o õ u ũ ɔ ə ɛ ɨ ɨ̃ ʌ	
